Rating,Review
5,"This review is written a few minutes after I called their hotline. Paul picked up the call and apologised that the staff were already engaged. What was touching was that he didn't end the call but instead continued to ask me what the problem was, diagnosed it and even guided me to try to fix it. And it worked. My power is back. Paul was happy for me and didn't ask for any charges. I am so moved and impressed with their professionalism and generosity, they are good people."
5,"I had a lighting issue, found their contact online, got a quotation after talking through the problem and a solution within minutes. Their onsite technicians are courteous and focused on the task at hand, could not ask for more. Payment and invoicing also a breeze."
5,"Found the service on Google Maps, and liked the domain name and reviews. Kai was very polite and responsive. He and colleague Darrell carefully replaced my kitchen counter T5 lighting tubes and explained to me what had gone wrong (transformer malfunction tripping the circuit). Reasonable quote included parts and a six-month warranty. There may be cheaper electricians out there but this one hopefully delivers peace of mind.u"
5,"Engaged their service as there was power trip at the kitchen area , they detected the issue and provided the solution to fix the issue, go extra mile to think of what can be done better for the wiring as well. Kudos to the team !"
5,"This is my second time seeking Repair.sg assistance for faulty lights & sockets. The team of Amos, Rasel & Nicholas arrived on time, and after understanding the issues, promptly got down to work and completed all repairs within 30-minutes. Rasel was particularly handy and meticulous with his works. I truly appreciate the team efforts to help me resolve the issues promptly and professionally. Thank you."
5,First time using this company and needed to change a 20A switch for oven. Communication was on WhatsApp and quite responsive even on a weekend. Special request to procure the same switch design was delightfully addressed. Appointment booking was swift and punctual. Job was done professionally. Will use them again.
5,I was looking for electrician to replace/install 3 LED Ceiling lights at my Kitchen and Study Room and I was delighted with Repair.sg service. Amos and Rasel who attended the installation were polite & professional and they were fast!- work was completed in about 15mins These guys even cleaned up the area after the installation and assisted with the disposal of the old lights. I would engage their services again in a heartbeat .The pricing was the most reasonable of the 3 quotes I received prior . Thank you Repair.sg
5,had issues with the electrical db box and went google to search for electricians. contacted daylight as ratings is highest among all. they replied that they currently do not have any electricians in sg who do power trips at the moment and i was quite disappointed. went for the 2nd highest in rating which is repair.sg and i was totally impressed with their service and professionalism. Amos was the one who liaise with me via phone/messages and was very responsive and accommodating throughout. Kai was the one who came by for the installation and displayed professionalism and also helped to answer all my queries. i am happy to have found them and they shall be my go-to-electricians for any future jobs. well done guys!
5,First time using this company. Communication done using WhatsApp. Sent pictures of electrical issue. Reply was fast. Electrician was well dressed and arrived on time. He spoke English well. His work was professional. He went beyond the issue by doing preventive maintenance by checking and tightening a screw behind that was coming loose. All repairs done fast and no mess left behind. Very happy to recommend them to family and friends.
4,Appreciate the fuss free service and professional workmanship - Thank you!
4,"My toilet switch gave off sparks, so was glad this team could respond fast & got it replaced on the same day."
4,"installation prices were reasonable. service was prompt and quite gd. amos was vy humble, professional and lead his team well."
4,This customer left a review without a comment
3,Very polite and apologetic. Appreciated.Would help though if google info is revised with regard to fans. That you sell and install but don't repair fans.
3,This customer left a review without a comment
