category,date,delay,duration,equipment,id,items,service,staff
electrician,2024-09-14,10,90,switch,1599,3,Install,1
electrician,2024-09-19,5,75,light,1600,3,Install,1
electrician,2024-09-27,0,45,switch,1601,1,Install,1
electrician,2024-09-04,0,90,switch,1602,4,Install,1
electrician,2024-09-05,5,60,light,1603,2,Repair,1
electrician,2024-09-03,20,45,switch,1604,1,Install,1
electrician,2024-09-28,15,45,socket,1605,1,Repair,1
electrician,2024-09-02,0,120,socket,1606,5,Install,1
electrician,2024-09-14,0,45,socket,1607,1,Repair,1
electrician,2024-09-26,0,90,light,1608,5,Install,1
electrician,2024-09-04,10,45,switch,1609,1,Repair,1
electrician,2024-09-13,0,75,switch,1610,3,Repair,1
electrician,2024-09-04,0,120,switch,1611,5,Install,1
electrician,2024-09-28,15,75,light,1612,3,Repair,1
electrician,2024-09-08,0,75,socket,1613,3,Repair,1
electrician,2024-09-22,0,105,light,1614,5,Repair,1
electrician,2024-09-24,20,90,light,1615,4,Install,1
electrician,2024-09-29,0,45,light,1616,2,Repair,1
electrician,2024-09-12,20,75,socket,1617,3,Repair,1
electrician,2024-09-29,0,105,switch,1618,5,Repair,1
electrician,2024-09-02,5,60,light,1619,2,Repair,1
electrician,2024-09-16,5,45,switch,1620,1,Repair,1
electrician,2024-09-10,0,75,light,1621,3,Repair,1
electrician,2024-09-04,0,75,light,1622,3,Repair,1
electrician,2024-09-13,0,120,socket,1623,5,Repair,1
electrician,2024-09-14,15,105,switch,1624,4,Install,1
electrician,2024-09-12,15,60,switch,1625,1,Install,1
electrician,2024-09-24,10,45,switch,1626,1,Install,1
electrician,2024-09-07,0,60,light,1627,1,Repair,1
electrician,2024-09-01,10,120,light,1628,5,Install,1
electrician,2024-09-28,5,105,switch,1629,5,Install,1
electrician,2024-09-16,0,45,light,1630,1,Repair,1
electrician,2024-09-21,0,75,light,1631,3,Repair,1
electrician,2024-09-04,15,105,socket,1632,4,Install,1
electrician,2024-09-02,0,75,socket,1633,3,Repair,1
electrician,2024-09-18,0,105,light,1634,4,Repair,1
electrician,2024-09-28,0,90,switch,1635,4,Repair,1
electrician,2024-09-10,20,120,light,1636,5,Repair,1
electrician,2024-09-11,5,45,light,1637,1,Install,1
electrician,2024-09-24,5,90,switch,1638,4,Install,1
electrician,2024-09-05,15,60,light,1639,3,Repair,1
electrician,2024-09-03,0,60,light,1640,2,Install,1
electrician,2024-09-02,10,90,switch,1641,4,Install,1
electrician,2024-09-03,0,105,socket,1642,5,Install,1
electrician,2024-09-19,0,45,light,1643,1,Install,1
electrician,2024-09-21,5,60,light,1644,2,Repair,1
electrician,2024-09-22,0,75,socket,1645,3,Repair,1
electrician,2024-09-15,0,60,light,1646,2,Repair,1
electrician,2024-09-10,10,105,light,1647,5,Repair,1
electrician,2024-09-24,0,105,socket,1648,4,Repair,1
electrician,2024-09-27,0,45,socket,1649,1,Repair,1
electrician,2024-09-20,5,45,light,1650,1,Repair,1
electrician,2024-09-15,0,90,light,1651,4,Repair,1
electrician,2024-09-14,10,45,light,1652,2,Repair,1
electrician,2024-09-24,0,45,light,1653,1,Repair,1
electrician,2024-09-22,15,75,light,1654,3,Repair,1
electrician,2024-09-24,0,60,switch,1655,2,Repair,1
electrician,2024-09-21,5,45,socket,1656,1,Repair,1
electrician,2024-09-12,0,105,light,1657,4,Install,1
electrician,2024-09-20,0,45,switch,1658,1,Repair,1
electrician,2024-09-30,0,120,socket,1659,5,Repair,1
electrician,2024-09-20,10,105,socket,1660,5,Install,1
electrician,2024-09-18,5,60,light,1661,2,Repair,1
electrician,2024-09-30,0,90,light,1662,4,Install,1
electrician,2024-09-10,0,75,switch,1663,3,Repair,1
electrician,2024-09-01,10,45,light,1664,1,Install,1
electrician,2024-09-08,10,90,socket,1665,4,Repair,1
electrician,2024-09-03,15,105,switch,1666,4,Install,1
electrician,2024-09-23,10,120,light,1667,5,Repair,1
electrician,2024-09-13,5,60,light,1668,3,Repair,1
electrician,2024-09-25,10,75,switch,1669,3,Repair,1
electrician,2024-09-23,0,105,light,1670,5,Repair,1
electrician,2024-09-25,0,60,light,1671,1,Repair,1
electrician,2024-09-16,5,90,socket,1672,4,Install,1
electrician,2024-09-09,0,105,socket,1673,4,Install,1
electrician,2024-09-30,0,60,socket,1674,2,Repair,1
electrician,2024-09-07,5,120,socket,1675,5,Repair,1
electrician,2024-09-23,0,75,light,1676,3,Repair,1
electrician,2024-09-04,0,90,socket,1677,4,Install,1
ventilation,2022-10-22,30,105,inline,1678,2,Repair,1
ventilation,2022-10-25,0,120,inline,1679,1,Repair,1
ventilation,2022-10-23,30,180,wall-mounted,1680,3,Repair,2
ventilation,2022-10-04,20,150,wall-mounted,1681,2,Repair,1
ventilation,2022-10-04,0,120,window-mounted,1682,1,Repair,1
ventilation,2022-10-04,0,150,wall-mounted,1683,3,Install,2
ventilation,2022-10-23,0,150,inline,1684,2,Install,1
ventilation,2022-10-08,30,105,inline,1685,1,Install,1
ventilation,2022-10-19,0,165,wall-mounted,1686,2,Install,1
ventilation,2022-10-14,30,135,wall-mounted,1687,1,Install,1
ventilation,2022-10-01,10,135,inline,1688,2,Install,1
ventilation,2022-10-06,30,105,window-mounted,1689,1,Repair,1
ventilation,2022-10-31,20,105,wall-mounted,1690,2,Repair,1
ventilation,2022-10-13,20,120,wall-mounted,1691,2,Install,1
ventilation,2022-10-07,30,135,inline,1692,2,Repair,1
ventilation,2022-10-08,20,135,wall-mounted,1693,3,Repair,2
ventilation,2022-10-31,0,150,wall-mounted,1694,3,Install,2
ventilation,2022-10-12,0,150,inline,1695,3,Install,2
ventilation,2022-10-13,0,105,wall-mounted,1696,1,Repair,1
ventilation,2022-10-20,20,135,window-mounted,1697,2,Repair,1
ventilation,2022-10-13,10,180,inline,1698,2,Repair,1
ventilation,2022-10-28,10,135,inline,1699,2,Repair,1
ventilation,2022-10-30,0,105,wall-mounted,1700,1,Repair,1
ventilation,2022-10-22,0,165,inline,1701,3,Repair,2
ventilation,2022-10-02,20,150,wall-mounted,1702,3,Install,2
ventilation,2022-10-09,10,120,wall-mounted,1703,1,Repair,1
ventilation,2022-10-08,0,135,inline,1704,2,Repair,1
ventilation,2022-10-01,0,150,inline,1705,2,Install,1
ventilation,2022-10-05,10,120,window-mounted,1706,2,Repair,1
ventilation,2022-10-10,0,105,inline,1707,1,Repair,1
ventilation,2022-10-15,20,120,inline,1708,1,Repair,1
ventilation,2022-10-13,40,105,window-mounted,1709,1,Repair,1
ventilation,2022-10-15,0,135,inline,1710,1,Repair,1
ventilation,2022-10-28,0,105,window-mounted,1711,1,Repair,1
ventilation,2022-10-20,0,105,window-mounted,1712,1,Repair,1
ventilation,2022-10-06,10,105,window-mounted,1713,1,Repair,1
ventilation,2022-10-08,30,120,wall-mounted,1714,1,Repair,1
ventilation,2022-10-09,10,120,inline,1715,2,Repair,1
ventilation,2022-10-30,0,105,wall-mounted,1716,1,Install,1
ventilation,2022-10-03,0,120,window-mounted,1717,2,Repair,1
ventilation,2022-10-05,20,135,inline,1718,2,Repair,1
ventilation,2022-10-26,20,150,wall-mounted,1719,3,Install,2
ventilation,2022-10-11,10,180,inline,1720,2,Install,1
ventilation,2022-10-26,40,105,wall-mounted,1721,1,Install,1
ventilation,2022-10-15,0,135,wall-mounted,1722,2,Install,1
ventilation,2022-11-14,0,165,wall-mounted,1723,3,Install,2
ventilation,2022-11-27,0,150,wall-mounted,1724,2,Install,1
ventilation,2022-11-10,0,165,inline,1725,3,Repair,2
ventilation,2022-11-04,0,120,wall-mounted,1726,2,Repair,1
ventilation,2022-11-07,0,120,inline,1727,1,Repair,1
ventilation,2022-11-20,0,135,inline,1728,1,Repair,1
ventilation,2022-11-22,0,150,wall-mounted,1729,2,Repair,1
ventilation,2022-11-03,30,105,window-mounted,1730,2,Repair,1
ventilation,2022-11-12,0,135,wall-mounted,1731,2,Repair,1
ventilation,2022-11-19,0,150,wall-mounted,1732,2,Repair,1
ventilation,2022-11-20,0,120,inline,1733,1,Repair,1
ventilation,2022-11-15,10,105,wall-mounted,1734,1,Repair,1
ventilation,2022-11-24,10,120,wall-mounted,1735,1,Repair,1
ventilation,2022-11-22,0,150,inline,1736,2,Install,1
ventilation,2022-11-10,40,135,wall-mounted,1737,2,Repair,1
ventilation,2022-11-05,20,180,inline,1738,2,Install,1
ventilation,2022-11-17,10,180,wall-mounted,1739,3,Repair,2
ventilation,2022-11-05,0,135,window-mounted,1740,2,Repair,1
ventilation,2022-11-15,0,165,inline,1741,2,Install,1
ventilation,2022-11-17,10,150,wall-mounted,1742,2,Repair,1
ventilation,2022-11-24,0,120,wall-mounted,1743,2,Repair,1
ventilation,2022-11-11,10,120,inline,1744,2,Repair,1
ventilation,2022-11-16,0,150,inline,1745,2,Repair,1
ventilation,2022-11-25,20,120,inline,1746,1,Repair,1
ventilation,2022-11-26,0,120,inline,1747,2,Repair,1
ventilation,2022-11-10,20,180,wall-mounted,1748,2,Repair,1
ventilation,2022-11-21,0,135,inline,1749,2,Install,1
ventilation,2022-11-13,10,120,window-mounted,1750,2,Repair,1
ventilation,2022-11-12,40,165,inline,1751,3,Repair,2
ventilation,2022-11-12,0,120,wall-mounted,1752,2,Repair,1
ventilation,2022-11-08,0,135,wall-mounted,1753,2,Repair,1
ventilation,2022-11-12,20,135,wall-mounted,1754,2,Install,1
ventilation,2022-11-20,30,180,inline,1755,3,Install,2
ventilation,2022-12-05,0,135,inline,1756,1,Repair,1
ventilation,2022-12-13,0,150,wall-mounted,1757,2,Install,1
ventilation,2022-12-21,0,165,inline,1758,2,Install,1
ventilation,2022-12-29,40,150,wall-mounted,1759,2,Install,1
ventilation,2022-12-13,0,150,inline,1760,2,Install,1
ventilation,2022-12-17,0,150,inline,1761,3,Install,2
ventilation,2022-12-12,0,120,window-mounted,1762,2,Repair,1
ventilation,2022-12-10,0,105,window-mounted,1763,1,Repair,1
ventilation,2022-12-25,0,105,window-mounted,1764,1,Repair,1
ventilation,2022-12-09,20,120,wall-mounted,1765,2,Repair,1
ventilation,2022-12-30,0,135,inline,1766,1,Repair,1
ventilation,2022-12-18,20,150,wall-mounted,1767,2,Install,1
ventilation,2022-12-09,10,150,wall-mounted,1768,2,Repair,1
ventilation,2022-12-19,20,165,inline,1769,2,Install,1
ventilation,2022-12-30,0,135,wall-mounted,1770,3,Install,2
ventilation,2022-12-26,0,165,wall-mounted,1771,3,Install,2
ventilation,2022-12-17,20,150,inline,1772,3,Install,2
ventilation,2022-12-30,0,105,window-mounted,1773,1,Repair,1
ventilation,2022-12-11,0,135,wall-mounted,1774,2,Repair,1
ventilation,2022-12-16,0,135,wall-mounted,1775,3,Repair,2
ventilation,2022-12-30,0,165,wall-mounted,1776,2,Install,1
ventilation,2022-12-26,0,135,inline,1777,2,Repair,1
ventilation,2022-12-31,10,105,window-mounted,1778,1,Repair,1
ventilation,2022-12-11,0,105,window-mounted,1779,1,Repair,1
ventilation,2022-12-30,0,180,inline,1780,2,Install,1
ventilation,2022-12-25,0,150,wall-mounted,1781,2,Install,1
ventilation,2022-12-10,0,150,wall-mounted,1782,2,Install,1
ventilation,2022-12-05,0,120,inline,1783,2,Repair,1
ventilation,2022-12-02,30,150,inline,1784,3,Install,2
ventilation,2022-12-30,10,120,inline,1785,1,Repair,1
ventilation,2022-12-23,0,120,wall-mounted,1786,2,Install,1
ventilation,2022-12-01,10,135,inline,1787,1,Install,1
ventilation,2022-12-02,20,135,window-mounted,1788,2,Repair,1
ventilation,2022-12-12,30,105,window-mounted,1789,1,Repair,1
ventilation,2022-12-08,0,105,wall-mounted,1790,2,Repair,1
ventilation,2022-12-09,30,135,inline,1791,2,Install,1
ventilation,2022-12-06,0,150,inline,1792,2,Repair,1
ventilation,2022-12-14,0,180,wall-mounted,1793,3,Install,2
ventilation,2022-12-26,0,165,inline,1794,2,Install,1
ventilation,2022-12-11,20,150,inline,1795,3,Repair,2
ventilation,2022-12-22,20,150,wall-mounted,1796,3,Install,2
ventilation,2022-12-25,0,180,inline,1797,3,Install,2
ventilation,2022-12-11,0,180,inline,1798,3,Install,2
ventilation,2022-12-10,0,105,window-mounted,1799,1,Repair,1
ventilation,2022-12-19,0,135,window-mounted,1800,2,Repair,1
ventilation,2022-12-18,0,180,inline,1801,2,Install,1
ventilation,2023-01-22,0,180,wall-mounted,1802,3,Install,2
ventilation,2023-01-21,0,165,wall-mounted,1803,2,Install,1
ventilation,2023-01-24,0,135,inline,1804,2,Install,1
ventilation,2023-01-19,0,105,window-mounted,1805,2,Repair,1
ventilation,2023-01-20,10,150,inline,1806,2,Install,1
ventilation,2023-01-01,20,165,wall-mounted,1807,2,Install,1
ventilation,2023-01-06,30,135,inline,1808,2,Repair,1
ventilation,2023-01-11,0,135,window-mounted,1809,1,Repair,1
ventilation,2023-01-06,10,120,wall-mounted,1810,2,Repair,1
ventilation,2023-01-29,30,105,window-mounted,1811,1,Repair,1
ventilation,2023-01-29,0,135,inline,1812,2,Repair,1
ventilation,2023-01-25,10,135,wall-mounted,1813,2,Install,1
ventilation,2023-01-23,0,105,window-mounted,1814,1,Repair,1
ventilation,2023-01-06,0,135,inline,1815,2,Repair,1
ventilation,2023-01-19,30,180,inline,1816,2,Install,1
ventilation,2023-01-08,0,120,inline,1817,2,Repair,1
ventilation,2023-02-21,0,135,wall-mounted,1818,2,Install,1
ventilation,2023-02-11,0,180,inline,1819,3,Install,2
ventilation,2023-02-24,30,120,window-mounted,1820,2,Repair,1
ventilation,2023-02-04,0,105,window-mounted,1821,2,Repair,1
ventilation,2023-02-02,0,135,wall-mounted,1822,2,Repair,1
ventilation,2023-02-13,40,150,inline,1823,3,Repair,2
ventilation,2023-02-18,30,105,wall-mounted,1824,1,Repair,1
ventilation,2023-02-18,0,150,wall-mounted,1825,2,Repair,1
ventilation,2023-02-15,30,150,inline,1826,3,Install,2
ventilation,2023-02-11,0,105,wall-mounted,1827,2,Install,1
ventilation,2023-02-20,20,120,inline,1828,2,Repair,1
ventilation,2023-02-23,0,150,inline,1829,2,Install,1
ventilation,2023-02-03,20,150,inline,1830,2,Install,1
ventilation,2023-02-25,30,120,window-mounted,1831,1,Repair,1
ventilation,2023-02-10,0,165,wall-mounted,1832,3,Install,2
ventilation,2023-02-13,0,120,inline,1833,1,Install,1
ventilation,2023-02-03,30,150,wall-mounted,1834,2,Repair,1
ventilation,2023-02-03,10,165,inline,1835,2,Repair,1
ventilation,2023-02-13,0,120,inline,1836,2,Repair,1
ventilation,2023-02-14,10,105,window-mounted,1837,1,Install,1
ventilation,2023-02-15,20,105,window-mounted,1838,1,Repair,1
ventilation,2023-02-03,10,165,inline,1839,3,Install,2
ventilation,2023-02-24,10,165,wall-mounted,1840,3,Repair,2
ventilation,2023-02-19,20,135,wall-mounted,1841,3,Install,2
ventilation,2023-02-11,30,150,wall-mounted,1842,2,Install,1
ventilation,2023-02-22,20,180,inline,1843,2,Install,1
ventilation,2023-02-23,40,135,inline,1844,2,Repair,1
ventilation,2023-02-27,10,120,window-mounted,1845,1,Repair,1
ventilation,2023-02-15,20,105,wall-mounted,1846,1,Install,1
ventilation,2023-02-25,20,120,wall-mounted,1847,2,Repair,1
ventilation,2023-02-03,0,105,wall-mounted,1848,1,Repair,1
ventilation,2023-02-05,20,120,window-mounted,1849,1,Repair,1
ventilation,2023-02-11,0,150,wall-mounted,1850,2,Install,1
ventilation,2023-02-28,0,150,wall-mounted,1851,2,Repair,1
ventilation,2023-02-04,0,135,inline,1852,2,Repair,1
ventilation,2023-02-11,0,180,wall-mounted,1853,3,Install,2
ventilation,2023-02-11,0,135,wall-mounted,1854,2,Repair,1
ventilation,2023-02-02,10,165,wall-mounted,1855,2,Repair,1
ventilation,2023-02-28,30,135,inline,1856,2,Repair,1
ventilation,2023-02-22,0,135,inline,1857,1,Repair,1
ventilation,2023-02-04,0,165,wall-mounted,1858,3,Repair,2
ventilation,2023-02-26,10,135,wall-mounted,1859,1,Repair,1
ventilation,2023-02-26,0,120,window-mounted,1860,1,Repair,1
ventilation,2023-02-10,20,150,wall-mounted,1861,2,Install,1
ventilation,2023-02-15,40,180,inline,1862,3,Repair,2
ventilation,2023-02-15,0,180,inline,1863,3,Install,2
ventilation,2023-02-24,10,135,wall-mounted,1864,3,Repair,2
ventilation,2023-02-08,0,105,window-mounted,1865,2,Repair,1
ventilation,2023-02-05,0,120,wall-mounted,1866,2,Repair,1
ventilation,2023-02-21,0,150,wall-mounted,1867,2,Repair,1
ventilation,2023-02-13,0,120,wall-mounted,1868,2,Repair,1
ventilation,2023-02-11,10,180,inline,1869,3,Install,2
ventilation,2023-02-20,20,150,inline,1870,2,Repair,1
ventilation,2023-02-14,0,135,inline,1871,2,Install,1
ventilation,2023-02-26,0,135,wall-mounted,1872,3,Repair,2
ventilation,2023-02-07,0,150,wall-mounted,1873,2,Install,1
ventilation,2023-02-10,0,105,window-mounted,1874,1,Repair,1
ventilation,2023-02-21,20,105,wall-mounted,1875,1,Repair,1
ventilation,2023-02-03,40,120,inline,1876,1,Install,1
ventilation,2023-02-17,10,105,window-mounted,1877,1,Repair,1
ventilation,2023-02-26,0,135,wall-mounted,1878,1,Repair,1
ventilation,2023-02-17,30,150,wall-mounted,1879,2,Install,1
ventilation,2023-02-10,0,135,inline,1880,2,Repair,1
ventilation,2023-03-16,20,105,window-mounted,1881,1,Repair,1
ventilation,2023-03-13,0,120,window-mounted,1882,2,Repair,1
ventilation,2023-03-04,10,120,inline,1883,2,Install,1
ventilation,2023-03-09,0,180,inline,1884,3,Repair,2
ventilation,2023-03-13,0,150,wall-mounted,1885,2,Install,1
ventilation,2023-03-20,20,105,window-mounted,1886,1,Install,1
ventilation,2023-03-23,0,165,inline,1887,3,Install,2
ventilation,2023-03-06,10,105,inline,1888,1,Repair,1
ventilation,2023-03-30,10,135,wall-mounted,1889,1,Repair,1
ventilation,2023-03-26,0,105,window-mounted,1890,1,Repair,1
ventilation,2023-03-18,10,150,inline,1891,2,Repair,1
ventilation,2023-03-16,0,135,inline,1892,1,Install,1
ventilation,2023-03-30,10,135,wall-mounted,1893,2,Repair,1
ventilation,2023-03-24,0,105,wall-mounted,1894,1,Repair,1
ventilation,2023-03-02,0,135,wall-mounted,1895,2,Repair,1
ventilation,2023-03-09,30,120,inline,1896,2,Repair,1
ventilation,2023-03-31,20,165,inline,1897,3,Install,2
ventilation,2023-03-13,10,120,window-mounted,1898,1,Repair,1
ventilation,2023-03-25,0,150,inline,1899,3,Repair,2
ventilation,2023-03-22,30,120,window-mounted,1900,1,Install,1
ventilation,2023-03-20,40,165,wall-mounted,1901,3,Install,2
ventilation,2023-03-14,40,165,wall-mounted,1902,2,Install,1
ventilation,2023-03-14,0,180,inline,1903,2,Install,1
ventilation,2023-03-10,0,135,inline,1904,2,Repair,1
ventilation,2023-03-16,20,105,wall-mounted,1905,1,Install,1
ventilation,2023-03-06,0,120,wall-mounted,1906,1,Repair,1
ventilation,2023-03-08,0,135,wall-mounted,1907,2,Install,1
ventilation,2023-03-25,0,135,inline,1908,3,Repair,2
ventilation,2023-03-16,0,120,wall-mounted,1909,2,Repair,1
ventilation,2023-03-28,0,105,wall-mounted,1910,1,Repair,1
ventilation,2023-03-16,20,150,inline,1911,2,Repair,1
ventilation,2023-03-25,0,105,wall-mounted,1912,1,Repair,1
ventilation,2023-03-13,30,135,wall-mounted,1913,3,Repair,2
ventilation,2023-03-05,0,150,wall-mounted,1914,2,Install,1
ventilation,2023-03-31,0,105,inline,1915,1,Repair,1
ventilation,2023-03-04,20,120,inline,1916,2,Install,1
ventilation,2023-03-19,20,135,inline,1917,2,Repair,1
ventilation,2023-03-29,0,120,window-mounted,1918,2,Install,1
ventilation,2023-03-16,0,165,wall-mounted,1919,2,Install,1
ventilation,2023-03-04,0,150,inline,1920,2,Repair,1
ventilation,2023-03-01,0,135,wall-mounted,1921,2,Repair,1
ventilation,2023-03-10,0,180,inline,1922,3,Install,2
ventilation,2023-03-12,30,105,inline,1923,1,Repair,1
ventilation,2023-03-24,10,180,inline,1924,3,Repair,2
ventilation,2023-03-10,20,135,window-mounted,1925,2,Repair,1
ventilation,2023-03-16,0,150,wall-mounted,1926,2,Install,1
ventilation,2023-03-23,40,105,wall-mounted,1927,1,Repair,1
ventilation,2023-03-22,20,120,window-mounted,1928,1,Repair,1
ventilation,2023-03-13,0,165,inline,1929,3,Install,2
ventilation,2023-03-03,0,135,wall-mounted,1930,2,Repair,1
ventilation,2023-03-24,0,180,inline,1931,2,Install,1
ventilation,2023-03-08,20,105,wall-mounted,1932,2,Repair,1
ventilation,2023-03-06,10,150,wall-mounted,1933,3,Repair,2
ventilation,2023-03-10,0,105,wall-mounted,1934,1,Install,1
ventilation,2023-03-18,0,150,wall-mounted,1935,2,Repair,1
ventilation,2023-03-18,0,135,inline,1936,3,Repair,2
ventilation,2023-03-29,0,105,window-mounted,1937,1,Install,1
ventilation,2023-03-16,0,165,inline,1938,2,Repair,1
ventilation,2023-03-23,20,135,wall-mounted,1939,2,Repair,1
ventilation,2023-03-25,0,120,wall-mounted,1940,1,Repair,1
ventilation,2023-03-06,0,105,window-mounted,1941,1,Install,1
ventilation,2023-03-20,20,120,window-mounted,1942,1,Install,1
ventilation,2023-03-29,0,135,wall-mounted,1943,2,Repair,1
ventilation,2023-03-20,0,150,inline,1944,3,Install,2
ventilation,2023-03-07,10,165,wall-mounted,1945,3,Repair,2
ventilation,2023-04-10,30,150,wall-mounted,1946,2,Install,1
ventilation,2023-04-03,0,135,inline,1947,2,Repair,1
ventilation,2023-04-24,30,105,wall-mounted,1948,1,Repair,1
ventilation,2023-04-23,0,120,wall-mounted,1949,2,Repair,1
ventilation,2023-04-06,0,180,inline,1950,2,Repair,1
ventilation,2023-04-17,30,135,wall-mounted,1951,1,Repair,1
ventilation,2023-04-28,0,165,wall-mounted,1952,3,Repair,2
ventilation,2023-04-14,10,120,wall-mounted,1953,1,Repair,1
ventilation,2023-04-05,0,180,inline,1954,2,Repair,1
ventilation,2023-04-04,0,165,inline,1955,3,Install,2
ventilation,2023-04-24,0,105,window-mounted,1956,2,Install,1
ventilation,2023-04-12,0,150,inline,1957,2,Install,1
ventilation,2023-04-20,0,105,wall-mounted,1958,1,Repair,1
ventilation,2023-04-01,30,150,wall-mounted,1959,2,Repair,1
ventilation,2023-04-01,30,180,inline,1960,3,Repair,2
ventilation,2023-04-01,30,105,window-mounted,1961,1,Repair,1
ventilation,2023-04-09,0,135,window-mounted,1962,2,Repair,1
ventilation,2023-04-26,20,165,wall-mounted,1963,2,Install,1
ventilation,2023-04-15,20,105,window-mounted,1964,1,Repair,1
ventilation,2023-04-23,0,135,inline,1965,2,Repair,1
ventilation,2023-04-01,0,105,wall-mounted,1966,1,Repair,1
ventilation,2023-04-10,0,135,inline,1967,2,Install,1
ventilation,2023-04-18,10,135,wall-mounted,1968,2,Repair,1
ventilation,2023-04-16,0,165,inline,1969,3,Install,2
ventilation,2023-04-22,0,150,wall-mounted,1970,2,Repair,1
ventilation,2023-04-25,10,180,inline,1971,3,Repair,2
ventilation,2023-04-03,10,105,wall-mounted,1972,1,Repair,1
ventilation,2023-04-24,0,135,wall-mounted,1973,2,Repair,1
ventilation,2023-04-05,10,165,wall-mounted,1974,2,Install,1
ventilation,2023-04-18,0,150,inline,1975,2,Install,1
ventilation,2023-04-06,0,165,wall-mounted,1976,2,Repair,1
ventilation,2023-04-25,0,180,inline,1977,2,Repair,1
ventilation,2023-04-09,10,120,wall-mounted,1978,1,Repair,1
ventilation,2023-04-11,0,105,window-mounted,1979,1,Install,1
ventilation,2023-04-30,0,135,inline,1980,2,Repair,1
ventilation,2023-04-08,10,180,inline,1981,2,Install,1
ventilation,2023-04-19,20,150,inline,1982,2,Repair,1
ventilation,2023-04-04,10,105,wall-mounted,1983,1,Repair,1
ventilation,2023-04-13,20,165,inline,1984,3,Install,2
ventilation,2023-04-07,0,105,wall-mounted,1985,1,Repair,1
ventilation,2023-04-22,0,120,window-mounted,1986,1,Repair,1
ventilation,2023-04-18,10,150,wall-mounted,1987,2,Install,1
ventilation,2023-04-20,40,105,inline,1988,1,Repair,1
ventilation,2023-04-01,0,105,window-mounted,1989,1,Install,1
ventilation,2023-04-22,0,105,inline,1990,1,Repair,1
ventilation,2023-04-16,10,180,wall-mounted,1991,2,Repair,1
ventilation,2023-04-12,0,135,wall-mounted,1992,2,Repair,1
ventilation,2023-04-15,20,135,wall-mounted,1993,2,Install,1
ventilation,2023-04-10,30,165,inline,1994,2,Install,1
ventilation,2023-04-18,10,135,wall-mounted,1995,2,Repair,1
ventilation,2023-04-15,0,135,wall-mounted,1996,2,Install,1
ventilation,2023-04-28,20,135,inline,1997,2,Repair,1
ventilation,2023-05-04,0,165,inline,1998,2,Install,1
ventilation,2023-05-30,10,120,inline,1999,2,Repair,1
ventilation,2023-05-26,0,105,window-mounted,2000,1,Repair,1
ventilation,2023-05-30,0,120,wall-mounted,2001,2,Repair,1
ventilation,2023-05-13,10,120,wall-mounted,2002,2,Repair,1
ventilation,2023-05-03,10,105,window-mounted,2003,1,Repair,1
ventilation,2023-05-23,30,120,wall-mounted,2004,1,Repair,1
ventilation,2023-05-09,0,150,inline,2005,2,Repair,1
ventilation,2023-05-26,20,135,window-mounted,2006,2,Repair,1
ventilation,2023-05-26,40,135,wall-mounted,2007,2,Install,1
ventilation,2023-05-23,0,135,window-mounted,2008,2,Repair,1
ventilation,2023-05-06,10,135,wall-mounted,2009,2,Install,1
ventilation,2023-06-05,0,150,inline,2010,2,Repair,1
ventilation,2023-06-15,20,120,inline,2011,2,Repair,1
ventilation,2023-06-09,40,150,inline,2012,3,Install,2
ventilation,2023-06-27,30,135,window-mounted,2013,2,Repair,1
ventilation,2023-06-21,40,150,inline,2014,2,Repair,1
ventilation,2023-06-20,30,135,inline,2015,2,Repair,1
ventilation,2023-06-08,30,150,wall-mounted,2016,3,Install,2
ventilation,2023-06-16,0,135,wall-mounted,2017,2,Repair,1
ventilation,2023-06-27,10,105,inline,2018,1,Repair,1
ventilation,2023-06-18,0,120,inline,2019,1,Repair,1
ventilation,2023-06-18,0,135,wall-mounted,2020,3,Repair,2
ventilation,2023-06-25,20,135,window-mounted,2021,1,Repair,1
ventilation,2023-06-03,0,135,inline,2022,2,Repair,1
ventilation,2023-06-16,40,135,wall-mounted,2023,2,Repair,1
ventilation,2023-06-14,20,105,window-mounted,2024,1,Repair,1
ventilation,2023-06-06,20,135,window-mounted,2025,2,Install,1
ventilation,2023-06-17,0,150,inline,2026,2,Repair,1
ventilation,2023-06-04,0,120,window-mounted,2027,1,Install,1
ventilation,2023-06-04,30,105,window-mounted,2028,1,Repair,1
ventilation,2023-06-22,10,135,window-mounted,2029,1,Install,1
ventilation,2023-06-21,10,135,inline,2030,2,Repair,1
ventilation,2023-06-29,0,165,inline,2031,2,Install,1
ventilation,2023-06-05,10,120,wall-mounted,2032,2,Repair,1
ventilation,2023-06-27,0,120,wall-mounted,2033,1,Repair,1
ventilation,2023-06-29,30,165,wall-mounted,2034,2,Install,1
ventilation,2023-06-27,0,120,inline,2035,1,Repair,1
ventilation,2023-06-27,10,135,inline,2036,2,Repair,1
ventilation,2023-06-02,10,105,window-mounted,2037,1,Install,1
ventilation,2023-06-10,0,180,inline,2038,2,Repair,1
ventilation,2023-06-29,0,180,inline,2039,2,Install,1
ventilation,2023-06-12,0,120,window-mounted,2040,1,Repair,1
ventilation,2023-06-04,10,135,window-mounted,2041,2,Repair,1
ventilation,2023-06-03,20,120,window-mounted,2042,2,Repair,1
ventilation,2023-06-09,20,120,wall-mounted,2043,2,Repair,1
ventilation,2023-06-12,0,150,inline,2044,3,Install,2
ventilation,2023-06-10,30,135,inline,2045,2,Repair,1
