id,date,category,duration,delay
1478,2024-06-17,electrician,90,30
1479,2024-06-06,electrician,105,0
1480,2024-06-10,electrician,105,0
1481,2024-06-21,electrician,105,20
1482,2024-06-01,electrician,75,30
1483,2024-06-12,electrician,120,10
1484,2024-06-16,electrician,75,20
1485,2024-06-21,electrician,60,0
1486,2024-06-16,electrician,105,10
1487,2024-06-19,electrician,90,20
1488,2024-06-15,electrician,120,10
1489,2024-06-17,electrician,60,10
1490,2024-06-12,electrician,75,20
1491,2024-06-05,electrician,60,10
1492,2024-06-15,electrician,90,30
1493,2024-06-02,electrician,105,20
1494,2024-06-14,electrician,75,0
1495,2024-06-05,electrician,105,30
1496,2024-06-20,electrician,120,20
1497,2024-06-17,electrician,60,30
1498,2024-06-10,electrician,120,20
1499,2024-06-30,electrician,120,30
1500,2024-06-18,electrician,60,20
1501,2024-06-03,electrician,105,20
1502,2024-06-27,electrician,105,20
1503,2024-06-15,electrician,120,10
1504,2024-06-19,electrician,105,30
1505,2024-06-07,electrician,75,10
1506,2024-06-08,electrician,120,20
1507,2024-06-02,electrician,105,30
1508,2024-06-27,electrician,105,10
1509,2024-06-18,electrician,75,20
1510,2024-06-07,electrician,60,20
1511,2024-06-21,electrician,60,10
1512,2024-06-20,electrician,75,20
1513,2024-06-25,electrician,90,10
1514,2024-06-18,electrician,90,0
1515,2024-06-30,electrician,60,10
1516,2024-06-13,electrician,60,20
1517,2024-06-16,electrician,60,30
1518,2024-06-23,electrician,60,10
1519,2024-06-14,electrician,75,30
1520,2024-06-24,electrician,105,30
1521,2024-06-22,electrician,60,20
1522,2024-06-26,electrician,120,20
1523,2024-06-13,electrician,60,20
1524,2024-06-16,electrician,120,0
1525,2024-06-05,electrician,120,10
1526,2024-06-30,electrician,105,10
1527,2024-06-15,electrician,105,10
1528,2024-06-02,electrician,105,20
1529,2024-06-30,electrician,90,20
1530,2024-06-26,electrician,90,0
1531,2024-06-16,electrician,90,30
1532,2024-06-20,electrician,90,10
1533,2024-07-27,electrician,90,20
1534,2024-07-02,electrician,75,0
1535,2024-07-25,electrician,75,10
1536,2024-07-06,electrician,90,20
1537,2024-07-28,electrician,105,10
1538,2024-07-19,electrician,75,0
1539,2024-07-19,electrician,90,10
1540,2024-07-04,electrician,105,20
1541,2024-07-05,electrician,90,0
1542,2024-07-02,electrician,90,20
1543,2024-07-15,electrician,105,0
1544,2024-07-29,electrician,105,20
1545,2024-07-06,electrician,60,30
1546,2024-07-23,electrician,60,30
1547,2024-07-02,electrician,120,0
1548,2024-07-15,electrician,120,20
1549,2024-07-07,electrician,105,30
1550,2024-07-11,electrician,60,20
1551,2024-07-30,electrician,90,0
1552,2024-07-31,electrician,120,0
1553,2024-07-17,electrician,120,10
1554,2024-07-11,electrician,60,20
1555,2024-07-30,electrician,60,0
1556,2024-07-27,electrician,105,30
1557,2024-07-10,electrician,120,0
1558,2024-07-23,electrician,90,30
1559,2024-07-31,electrician,75,0
1560,2024-07-24,electrician,90,10
1561,2024-07-26,electrician,105,30
1562,2024-07-05,electrician,90,10
1563,2024-07-02,electrician,105,20
1564,2024-07-24,electrician,60,20
1565,2024-07-17,electrician,75,30
1566,2024-07-22,electrician,75,10
1567,2024-07-06,electrician,60,30
1568,2024-07-29,electrician,120,10
1569,2024-07-14,electrician,60,10
1570,2024-07-09,electrician,120,10
1571,2024-07-11,electrician,75,0
1572,2024-07-26,electrician,75,20
1573,2024-07-05,electrician,120,10
1574,2024-07-06,electrician,105,20
1575,2024-07-18,electrician,90,20
1576,2024-07-19,electrician,120,0
1577,2024-07-24,electrician,60,10
1578,2024-07-11,electrician,75,20
1579,2024-07-20,electrician,90,10
1580,2024-07-06,electrician,90,20
1581,2024-07-31,electrician,60,30
1582,2024-07-05,electrician,105,10
1583,2024-07-31,electrician,60,0
1584,2024-07-28,electrician,90,0
1585,2024-07-10,electrician,105,10
1586,2024-07-10,electrician,75,30
1587,2024-08-04,electrician,75,20
1588,2024-08-13,electrician,105,0
1589,2024-08-11,electrician,75,10
1590,2024-08-05,electrician,60,10
1591,2024-08-26,electrician,120,20
1592,2024-08-25,electrician,90,0
1593,2024-08-31,electrician,105,0
1594,2024-08-17,electrician,105,20
1595,2024-08-09,electrician,105,20
1596,2024-08-11,electrician,90,20
1597,2024-08-24,electrician,90,0
1598,2024-08-11,electrician,105,30
1599,2024-08-28,electrician,90,0
1600,2024-08-21,electrician,60,30
1601,2024-08-14,electrician,90,10
1602,2024-08-17,electrician,105,0
1603,2024-08-06,electrician,120,10
1604,2024-08-25,electrician,60,0
1605,2024-08-12,electrician,105,20
1606,2024-08-21,electrician,75,20
1607,2024-08-22,electrician,60,0
1608,2024-08-27,electrician,75,20
1609,2024-08-29,electrician,105,0
1610,2024-08-16,electrician,60,10
1611,2024-08-31,electrician,90,30
1612,2024-08-04,electrician,75,20
1613,2024-08-30,electrician,75,20
1614,2024-08-07,electrician,60,20
1615,2024-08-11,electrician,90,30
1616,2024-08-30,electrician,105,20
1617,2024-08-20,electrician,60,0
1618,2024-08-22,electrician,120,30
1619,2024-08-25,electrician,120,30
1620,2024-08-09,electrician,90,10
1621,2024-08-03,electrician,120,10
1622,2024-08-24,electrician,120,20
1623,2024-08-02,electrician,75,10
1624,2024-08-24,electrician,60,20
1625,2024-08-26,electrician,75,30
1626,2024-08-28,electrician,75,20
1627,2024-09-26,electrician,75,20
1628,2024-09-08,electrician,105,30
1629,2024-09-01,electrician,105,20
1630,2024-09-20,electrician,75,30
1631,2024-09-17,electrician,75,0
1632,2024-09-11,electrician,75,0
1633,2024-09-28,electrician,90,10
1634,2024-09-16,electrician,60,10
1635,2024-09-20,electrician,60,10
1636,2024-09-20,electrician,75,30
1637,2024-09-03,electrician,105,10
1638,2024-09-21,electrician,90,30
1639,2024-09-03,electrician,75,10
1640,2024-09-12,electrician,75,30
1641,2024-09-27,electrician,75,0
1642,2024-09-18,electrician,105,0
1643,2024-09-05,electrician,60,20
1644,2024-09-30,electrician,90,10
1645,2024-09-20,electrician,105,30
1646,2024-09-08,electrician,75,30
1647,2024-09-27,electrician,120,0
1648,2024-09-04,electrician,60,0
1649,2024-09-02,electrician,75,0
1650,2024-09-18,electrician,90,30
1651,2024-09-22,electrician,105,0
1652,2024-09-23,electrician,60,20
1653,2024-09-12,electrician,90,10
1654,2024-09-28,electrician,60,30
1655,2024-09-13,electrician,120,30
1656,2024-09-27,electrician,60,20
1657,2024-09-19,electrician,60,10
1658,2024-09-14,electrician,105,0
1659,2024-09-07,electrician,60,10
1660,2024-09-06,electrician,90,10
1661,2024-09-13,electrician,120,0
1662,2024-09-07,electrician,105,20
1663,2024-09-11,electrician,75,10
1664,2024-09-05,electrician,60,30
1665,2024-09-21,electrician,60,30
1666,2024-09-05,electrician,75,10
1667,2024-09-15,electrician,60,0
1668,2024-09-11,electrician,120,0
1669,2024-09-02,electrician,105,0
1670,2024-09-13,electrician,60,20
1671,2024-09-11,electrician,75,30
1672,2024-09-23,electrician,105,10
1673,2024-09-17,electrician,75,0
1674,2024-09-23,electrician,60,30
1675,2024-09-20,electrician,75,0
1676,2024-09-27,electrician,90,20
1677,2024-09-23,electrician,60,30
1678,2024-09-02,electrician,60,20
1679,2024-09-29,electrician,75,20
1680,2024-09-23,electrician,75,10
1681,2024-09-12,electrician,105,20
1682,2024-09-16,electrician,60,20
1683,2024-09-15,electrician,60,30
1684,2024-09-30,electrician,120,30
1685,2024-09-28,electrician,120,0
1686,2024-09-06,electrician,120,20
1687,2024-09-03,electrician,60,10
1688,2024-09-14,electrician,60,0
1689,2024-09-15,electrician,90,30
1690,2024-09-19,electrician,120,10
1691,2024-09-10,electrician,90,0
1692,2024-09-11,electrician,120,30
1693,2024-09-03,electrician,105,20
1694,2024-09-15,electrician,90,10
1695,2024-09-16,electrician,90,20
1696,2024-09-30,electrician,120,30
1697,2024-09-16,electrician,90,0
1698,2024-09-21,electrician,60,0
1699,2024-09-12,electrician,75,30
1700,2024-09-19,electrician,105,0
1701,2024-09-17,electrician,90,0
1702,2024-09-03,electrician,105,10
1703,2024-09-03,electrician,60,10
1704,2024-09-29,electrician,105,20
1705,2024-09-15,electrician,90,20
1706,2024-09-17,electrician,75,30
1707,2024-09-11,electrician,75,30
1708,2024-09-11,electrician,120,20
1709,2024-09-06,electrician,90,10
1710,2024-09-03,electrician,75,20
1711,2024-09-29,electrician,105,0
1712,2024-09-07,electrician,60,10
1713,2024-09-29,electrician,120,10
1714,2024-09-04,electrician,90,10
1715,2024-09-24,electrician,105,10
1716,2024-09-05,electrician,105,0
1717,2024-09-17,electrician,60,30
1718,2024-09-19,electrician,60,20
1719,2024-09-18,electrician,90,30
1720,2024-09-30,electrician,75,10
1721,2024-09-08,electrician,90,30
1722,2024-09-14,electrician,90,10
1723,2024-09-27,electrician,105,20
1724,2024-09-13,electrician,120,30
1725,2024-09-09,electrician,120,30
1726,2024-09-09,electrician,105,10
1727,2024-09-06,electrician,120,0
1728,2024-09-28,electrician,105,0
1729,2024-09-30,electrician,60,20
1730,2024-09-10,electrician,75,30
1731,2024-09-14,electrician,60,20
1732,2024-09-25,electrician,75,30
1733,2024-09-04,electrician,105,20
1734,2024-09-10,electrician,90,0
1735,2024-09-25,electrician,90,30
1736,2024-09-04,electrician,60,0
1737,2024-09-20,electrician,105,30
1738,2024-09-22,electrician,75,30
1739,2024-09-17,electrician,90,0
1740,2024-09-19,electrician,105,0
1741,2024-09-14,electrician,60,30
1742,2024-09-27,electrician,90,0
1743,2024-09-08,electrician,105,30
1744,2024-09-04,electrician,120,0
1745,2024-09-29,electrician,60,20
1746,2024-09-22,electrician,120,10
1747,2024-09-22,electrician,75,0
1748,2024-09-04,electrician,60,30
1749,2024-09-25,electrician,60,10
1750,2024-09-05,electrician,75,30
1751,2024-09-08,electrician,105,20
1752,2024-09-04,electrician,75,0
1753,2024-09-27,electrician,90,20
1754,2024-09-11,electrician,75,0
1755,2024-09-23,electrician,120,0
1756,2024-09-04,electrician,75,0
1757,2024-09-29,electrician,60,30
1758,2024-09-22,electrician,90,0
1759,2024-09-12,electrician,60,0
1760,2024-09-26,electrician,120,30
1761,2024-09-27,electrician,90,20
1762,2024-09-09,electrician,75,20
1763,2024-09-29,electrician,60,10
1764,2024-09-14,electrician,120,20
1765,2024-09-08,electrician,105,30
1766,2024-09-03,electrician,105,20
1767,2024-09-02,electrician,90,20
1768,2024-09-15,electrician,105,0
1769,2024-09-09,electrician,90,20
1770,2024-09-05,electrician,120,0
1771,2024-09-20,electrician,90,0
1772,2024-09-03,electrician,60,20
1773,2024-09-09,electrician,105,20
1774,2024-09-01,electrician,60,10
1775,2024-09-07,electrician,105,30
1776,2024-09-30,electrician,105,10
1777,2024-09-30,electrician,60,10
1778,2024-09-08,electrician,105,20
1779,2024-09-23,electrician,105,20
1780,2024-09-19,electrician,105,10
1781,2022-10-04,ventilation,210,20
1782,2022-10-19,ventilation,210,40
1783,2022-10-06,ventilation,180,60
1784,2022-10-08,ventilation,180,60
1785,2022-10-10,ventilation,180,60
1786,2022-10-30,ventilation,210,60
1787,2022-10-30,ventilation,210,40
1788,2022-10-06,ventilation,210,80
1789,2022-10-20,ventilation,165,20
1790,2022-10-03,ventilation,180,20
1791,2022-10-18,ventilation,165,0
1792,2022-10-22,ventilation,210,60
1793,2022-10-28,ventilation,210,20
1794,2022-10-25,ventilation,240,20
1795,2022-10-29,ventilation,240,40
1796,2022-10-27,ventilation,240,40
1797,2022-10-01,ventilation,240,0
1798,2022-10-05,ventilation,165,80
1799,2022-10-09,ventilation,180,20
1800,2022-10-07,ventilation,165,80
1801,2022-10-13,ventilation,180,60
1802,2022-10-14,ventilation,150,40
1803,2022-10-18,ventilation,150,0
1804,2022-10-10,ventilation,180,0
1805,2022-10-16,ventilation,210,40
1806,2022-10-10,ventilation,240,60
1807,2022-10-30,ventilation,240,40
1808,2022-10-22,ventilation,210,40
1809,2022-10-15,ventilation,150,0
1810,2022-10-21,ventilation,150,0
1811,2022-10-02,ventilation,210,40
1812,2022-10-10,ventilation,240,40
1813,2022-10-14,ventilation,240,0
1814,2022-11-14,ventilation,240,60
1815,2022-11-27,ventilation,240,40
1816,2022-11-29,ventilation,150,0
1817,2022-11-09,ventilation,180,20
1818,2022-11-01,ventilation,240,0
1819,2022-11-27,ventilation,165,80
1820,2022-11-04,ventilation,180,0
1821,2022-11-01,ventilation,180,20
1822,2022-11-09,ventilation,165,20
1823,2022-11-17,ventilation,210,60
1824,2022-11-05,ventilation,240,20
1825,2022-11-06,ventilation,150,60
1826,2022-11-08,ventilation,165,40
1827,2022-11-04,ventilation,210,60
1828,2022-11-12,ventilation,210,20
1829,2022-11-25,ventilation,240,20
1830,2022-11-17,ventilation,150,0
1831,2022-11-03,ventilation,165,80
1832,2022-11-07,ventilation,240,0
1833,2022-11-11,ventilation,240,80
1834,2022-11-03,ventilation,165,80
1835,2022-11-06,ventilation,180,0
1836,2022-11-19,ventilation,165,60
1837,2022-11-09,ventilation,210,20
1838,2022-12-26,ventilation,180,20
1839,2022-12-19,ventilation,210,40
1840,2022-12-09,ventilation,165,40
1841,2022-12-07,ventilation,180,80
1842,2022-12-08,ventilation,210,20
1843,2022-12-06,ventilation,210,0
1844,2022-12-05,ventilation,165,40
1845,2022-12-29,ventilation,210,40
1846,2022-12-16,ventilation,165,40
1847,2022-12-09,ventilation,180,40
1848,2022-12-20,ventilation,150,40
1849,2022-12-10,ventilation,240,20
1850,2022-12-17,ventilation,240,60
1851,2022-12-14,ventilation,180,60
1852,2022-12-11,ventilation,240,0
1853,2022-12-19,ventilation,165,20
1854,2022-12-20,ventilation,180,20
1855,2022-12-07,ventilation,240,40
1856,2022-12-12,ventilation,165,40
1857,2022-12-31,ventilation,240,40
1858,2022-12-14,ventilation,150,80
1859,2022-12-02,ventilation,240,80
1860,2022-12-30,ventilation,210,40
1861,2022-12-31,ventilation,210,0
1862,2022-12-18,ventilation,240,20
1863,2022-12-03,ventilation,180,80
1864,2022-12-12,ventilation,150,0
1865,2022-12-21,ventilation,240,80
1866,2022-12-08,ventilation,165,80
1867,2022-12-14,ventilation,210,60
1868,2022-12-11,ventilation,150,20
1869,2022-12-04,ventilation,210,80
1870,2022-12-30,ventilation,240,60
1871,2022-12-28,ventilation,150,60
1872,2023-01-29,ventilation,240,40
1873,2023-01-16,ventilation,180,0
1874,2023-01-12,ventilation,210,80
1875,2023-01-08,ventilation,240,20
1876,2023-01-14,ventilation,165,0
1877,2023-01-15,ventilation,210,0
1878,2023-01-21,ventilation,150,0
1879,2023-01-05,ventilation,210,20
1880,2023-01-07,ventilation,180,40
1881,2023-01-27,ventilation,180,60
1882,2023-01-23,ventilation,150,60
1883,2023-02-27,ventilation,240,0
1884,2023-02-09,ventilation,240,40
1885,2023-02-06,ventilation,150,20
1886,2023-02-18,ventilation,180,80
1887,2023-02-11,ventilation,210,60
1888,2023-02-22,ventilation,240,0
1889,2023-02-28,ventilation,165,80
1890,2023-02-14,ventilation,165,20
1891,2023-02-05,ventilation,240,20
1892,2023-02-22,ventilation,210,60
1893,2023-02-11,ventilation,165,0
1894,2023-02-26,ventilation,180,60
1895,2023-02-19,ventilation,240,0
1896,2023-02-27,ventilation,165,40
1897,2023-02-15,ventilation,180,20
1898,2023-02-20,ventilation,240,80
1899,2023-02-20,ventilation,150,40
1900,2023-02-06,ventilation,210,20
1901,2023-02-26,ventilation,240,20
1902,2023-02-20,ventilation,210,80
1903,2023-02-23,ventilation,180,0
1904,2023-02-06,ventilation,150,40
1905,2023-02-13,ventilation,150,20
1906,2023-02-11,ventilation,165,60
1907,2023-02-28,ventilation,240,80
1908,2023-02-14,ventilation,240,80
1909,2023-02-26,ventilation,180,80
1910,2023-02-28,ventilation,180,20
1911,2023-02-06,ventilation,180,20
1912,2023-02-03,ventilation,240,80
1913,2023-02-11,ventilation,240,20
1914,2023-02-09,ventilation,210,40
1915,2023-02-02,ventilation,180,40
1916,2023-02-20,ventilation,210,40
1917,2023-02-14,ventilation,210,40
1918,2023-02-25,ventilation,180,20
1919,2023-02-07,ventilation,240,40
1920,2023-02-23,ventilation,210,40
1921,2023-02-22,ventilation,240,40
1922,2023-02-03,ventilation,180,20
1923,2023-02-15,ventilation,180,60
1924,2023-02-20,ventilation,150,0
1925,2023-02-03,ventilation,165,60
1926,2023-02-09,ventilation,210,20
1927,2023-02-20,ventilation,210,60
1928,2023-02-18,ventilation,180,0
1929,2023-03-17,ventilation,180,40
1930,2023-03-09,ventilation,180,20
1931,2023-03-07,ventilation,240,80
1932,2023-03-03,ventilation,180,0
1933,2023-03-10,ventilation,165,60
1934,2023-03-08,ventilation,210,20
1935,2023-03-19,ventilation,210,80
1936,2023-03-18,ventilation,165,0
1937,2023-03-19,ventilation,165,20
1938,2023-03-30,ventilation,180,20
1939,2023-03-22,ventilation,150,80
1940,2023-03-28,ventilation,240,20
1941,2023-03-14,ventilation,150,20
1942,2023-03-25,ventilation,240,60
1943,2023-03-10,ventilation,240,60
1944,2023-03-07,ventilation,210,80
1945,2023-03-28,ventilation,210,60
1946,2023-03-16,ventilation,240,20
1947,2023-03-29,ventilation,150,80
1948,2023-03-20,ventilation,180,80
1949,2023-03-20,ventilation,240,20
1950,2023-03-22,ventilation,165,60
1951,2023-03-19,ventilation,165,40
1952,2023-03-30,ventilation,165,40
1953,2023-03-25,ventilation,165,80
1954,2023-03-08,ventilation,180,80
1955,2023-03-09,ventilation,165,40
1956,2023-03-11,ventilation,150,0
1957,2023-03-29,ventilation,240,40
1958,2023-03-24,ventilation,180,60
1959,2023-03-26,ventilation,165,80
1960,2023-03-05,ventilation,180,80
1961,2023-03-07,ventilation,210,80
1962,2023-03-25,ventilation,165,80
1963,2023-03-21,ventilation,150,60
1964,2023-03-18,ventilation,240,80
1965,2023-03-02,ventilation,180,60
1966,2023-03-23,ventilation,180,60
1967,2023-03-26,ventilation,240,40
1968,2023-03-12,ventilation,165,20
1969,2023-03-18,ventilation,240,0
1970,2023-03-28,ventilation,165,60
1971,2023-03-16,ventilation,210,40
1972,2023-03-13,ventilation,210,60
1973,2023-03-09,ventilation,210,40
1974,2023-03-06,ventilation,210,0
1975,2023-03-16,ventilation,180,40
1976,2023-03-14,ventilation,240,20
1977,2023-03-01,ventilation,240,0
1978,2023-04-05,ventilation,150,40
1979,2023-04-25,ventilation,240,0
1980,2023-04-01,ventilation,150,80
1981,2023-04-06,ventilation,180,20
1982,2023-04-26,ventilation,210,20
1983,2023-04-10,ventilation,240,80
1984,2023-04-24,ventilation,150,40
1985,2023-04-10,ventilation,150,40
1986,2023-04-26,ventilation,150,60
1987,2023-04-26,ventilation,240,0
1988,2023-04-15,ventilation,150,80
1989,2023-04-07,ventilation,165,60
1990,2023-04-16,ventilation,240,40
1991,2023-04-03,ventilation,240,40
1992,2023-04-17,ventilation,210,0
1993,2023-04-07,ventilation,150,40
1994,2023-04-16,ventilation,150,0
1995,2023-04-09,ventilation,210,0
1996,2023-04-03,ventilation,240,40
1997,2023-04-05,ventilation,150,40
1998,2023-04-01,ventilation,210,40
1999,2023-04-18,ventilation,150,0
2000,2023-04-06,ventilation,240,20
2001,2023-04-27,ventilation,150,60
2002,2023-04-04,ventilation,240,40
2003,2023-04-21,ventilation,210,40
2004,2023-04-02,ventilation,165,80
2005,2023-04-26,ventilation,180,40
2006,2023-04-02,ventilation,165,80
2007,2023-04-04,ventilation,150,0
2008,2023-04-14,ventilation,165,40
2009,2023-04-22,ventilation,165,60
2010,2023-04-08,ventilation,165,80
2011,2023-04-09,ventilation,165,0
2012,2023-04-16,ventilation,180,20
2013,2023-04-20,ventilation,210,0
2014,2023-04-02,ventilation,240,80
2015,2023-04-26,ventilation,150,80
2016,2023-04-08,ventilation,240,40
2017,2023-04-05,ventilation,180,0
2018,2023-05-03,ventilation,210,20
2019,2023-05-04,ventilation,180,80
2020,2023-05-16,ventilation,210,80
2021,2023-05-02,ventilation,150,40
2022,2023-05-25,ventilation,165,80
2023,2023-05-05,ventilation,150,20
2024,2023-05-29,ventilation,210,0
2025,2023-05-27,ventilation,165,40
2026,2023-05-28,ventilation,165,0
2027,2023-06-29,ventilation,210,60
2028,2023-06-16,ventilation,180,60
2029,2023-06-22,ventilation,240,80
2030,2023-06-05,ventilation,180,40
2031,2023-06-30,ventilation,180,80
2032,2023-06-01,ventilation,180,40
2033,2023-06-28,ventilation,150,80
2034,2023-06-15,ventilation,150,20
2035,2023-06-16,ventilation,240,20
2036,2023-06-23,ventilation,240,20
2037,2023-06-04,ventilation,180,40
2038,2023-06-13,ventilation,180,60
2039,2023-06-11,ventilation,165,60
2040,2023-06-12,ventilation,180,20
2041,2023-06-08,ventilation,210,0
2042,2023-06-16,ventilation,180,40
2043,2023-06-06,ventilation,165,20
2044,2023-06-22,ventilation,150,20
2045,2023-06-27,ventilation,150,0
2046,2023-06-25,ventilation,240,0
2047,2023-06-07,ventilation,165,0
2048,2023-06-12,ventilation,165,20
2049,2023-06-29,ventilation,210,40
2050,2023-06-19,ventilation,210,0
2051,2023-06-07,ventilation,150,40
2052,2023-06-12,ventilation,150,80
2053,2023-06-21,ventilation,180,0
2054,2023-06-05,ventilation,150,40
2055,2023-06-17,ventilation,210,40
2056,2023-07-01,ventilation,210,40
2057,2023-07-02,ventilation,150,0
2058,2023-07-20,ventilation,180,0
2059,2023-07-13,ventilation,210,0
2060,2023-07-19,ventilation,240,0
2061,2023-07-14,ventilation,165,20
2062,2023-07-16,ventilation,240,60
2063,2023-07-09,ventilation,240,40
2064,2023-07-27,ventilation,210,20
2065,2023-07-27,ventilation,240,20
2066,2023-07-06,ventilation,165,80
2067,2023-07-02,ventilation,150,80
2068,2023-07-24,ventilation,165,0
2069,2023-07-31,ventilation,180,0
2070,2023-07-18,ventilation,165,20
2071,2023-07-30,ventilation,180,60
2072,2023-07-26,ventilation,150,20
2073,2023-07-18,ventilation,210,20
2074,2023-07-19,ventilation,180,40
2075,2023-08-26,ventilation,240,0
2076,2023-08-12,ventilation,240,40
2077,2023-08-22,ventilation,165,80
2078,2023-08-25,ventilation,150,20
2079,2023-08-26,ventilation,210,60
2080,2023-08-15,ventilation,210,80
2081,2023-08-17,ventilation,240,60
2082,2023-08-22,ventilation,210,20
2083,2023-08-26,ventilation,165,80
2084,2023-08-23,ventilation,240,80
2085,2023-08-28,ventilation,210,0
2086,2023-08-14,ventilation,180,60
2087,2023-08-16,ventilation,240,0
2088,2023-08-14,ventilation,150,80
2089,2023-09-23,ventilation,240,60
2090,2023-09-19,ventilation,180,20
2091,2023-09-17,ventilation,210,20
2092,2023-09-23,ventilation,180,80
2093,2023-09-30,ventilation,180,20
2094,2023-09-02,ventilation,210,40
2095,2023-09-08,ventilation,210,60
2096,2023-09-09,ventilation,180,20
2097,2023-09-11,ventilation,210,20
2098,2023-09-30,ventilation,165,20
2099,2023-09-11,ventilation,210,60
2100,2023-09-13,ventilation,180,40
2101,2023-09-11,ventilation,150,80
2102,2023-09-01,ventilation,150,40
2103,2023-09-29,ventilation,240,0
2104,2023-09-16,ventilation,150,40
2105,2023-09-03,ventilation,165,60
2106,2023-09-22,ventilation,150,20
2107,2023-09-20,ventilation,165,40
2108,2023-09-20,ventilation,150,60
2109,2023-09-09,ventilation,165,20
2110,2023-09-01,ventilation,165,80
2111,2023-09-08,ventilation,165,80
2112,2023-09-30,ventilation,210,80
2113,2023-09-18,ventilation,180,60
2114,2023-09-22,ventilation,150,80
2115,2023-09-08,ventilation,180,0
2116,2023-09-06,ventilation,240,40
2117,2023-09-30,ventilation,210,20
2118,2023-09-02,ventilation,150,60
2119,2023-09-17,ventilation,165,40
2120,2023-09-07,ventilation,150,80
2121,2023-09-06,ventilation,150,80
2122,2023-09-14,ventilation,165,40
2123,2023-09-15,ventilation,150,80
2124,2023-09-05,ventilation,150,40
2125,2023-09-05,ventilation,165,20
2126,2023-09-09,ventilation,150,40
2127,2023-09-14,ventilation,165,60
2128,2023-09-16,ventilation,165,80
2129,2023-09-24,ventilation,180,40
2130,2023-09-12,ventilation,165,80
2131,2023-09-22,ventilation,180,40
2132,2023-09-19,ventilation,240,80
2133,2023-09-12,ventilation,240,20
2134,2023-09-17,ventilation,150,80
2135,2023-09-16,ventilation,180,0
2136,2023-09-27,ventilation,240,40
2137,2023-09-24,ventilation,180,80
2138,2023-09-02,ventilation,180,20
2139,2023-09-27,ventilation,150,80
2140,2023-09-17,ventilation,240,0
2141,2023-09-04,ventilation,165,20
2142,2023-09-04,ventilation,165,60
2143,2023-10-07,ventilation,150,60
2144,2023-10-23,ventilation,210,80
2145,2023-10-14,ventilation,165,40
2146,2023-10-10,ventilation,180,60
2147,2023-10-22,ventilation,180,80
2148,2023-10-29,ventilation,210,0
2149,2023-10-18,ventilation,210,80
2150,2023-10-14,ventilation,210,40
2151,2023-10-31,ventilation,180,80
2152,2023-10-24,ventilation,180,20
2153,2023-10-27,ventilation,150,80
2154,2023-10-12,ventilation,210,60
2155,2023-10-30,ventilation,180,80
2156,2023-10-15,ventilation,210,60
2157,2023-10-10,ventilation,165,40
2158,2023-10-29,ventilation,165,60
2159,2023-10-13,ventilation,165,60
2160,2023-10-10,ventilation,165,60
2161,2023-10-08,ventilation,180,40
2162,2023-10-30,ventilation,240,60
2163,2023-10-06,ventilation,180,20
2164,2023-10-30,ventilation,210,60
2165,2023-10-05,ventilation,210,40
2166,2023-10-30,ventilation,210,20
2167,2023-10-01,ventilation,150,60
2168,2023-10-27,ventilation,150,20
2169,2023-10-04,ventilation,240,80
2170,2023-10-16,ventilation,150,0
2171,2023-10-17,ventilation,240,0
2172,2023-10-13,ventilation,240,60
2173,2023-10-14,ventilation,210,60
2174,2023-10-02,ventilation,240,80
2175,2023-10-15,ventilation,210,80
2176,2023-10-16,ventilation,150,60
2177,2023-10-19,ventilation,240,0
2178,2023-10-11,ventilation,210,60
2179,2023-10-08,ventilation,210,80
2180,2023-10-16,ventilation,180,80
2181,2023-10-19,ventilation,210,80
2182,2023-10-06,ventilation,210,20
2183,2023-10-26,ventilation,210,60
2184,2023-10-08,ventilation,165,40
2185,2023-10-23,ventilation,180,80
2186,2023-10-05,ventilation,165,0
2187,2023-10-01,ventilation,165,0
2188,2023-10-31,ventilation,165,80
2189,2023-10-30,ventilation,240,40
2190,2023-10-23,ventilation,150,40
2191,2023-10-17,ventilation,150,60
2192,2023-10-05,ventilation,165,40
2193,2023-10-09,ventilation,165,40
2194,2023-10-17,ventilation,180,80
2195,2023-10-29,ventilation,165,60
2196,2023-10-22,ventilation,150,80
2197,2023-10-18,ventilation,180,40
2198,2023-10-24,ventilation,210,40
2199,2023-10-07,ventilation,150,80
2200,2023-10-25,ventilation,150,20
2201,2023-10-08,ventilation,180,20
2202,2023-10-11,ventilation,240,60
2203,2023-10-02,ventilation,180,80
2204,2023-10-12,ventilation,240,20
2205,2023-10-23,ventilation,180,0
2206,2023-10-03,ventilation,210,20
2207,2023-10-11,ventilation,165,0
2208,2023-10-02,ventilation,165,40
2209,2023-10-23,ventilation,210,60
2210,2023-10-19,ventilation,210,20
2211,2023-10-07,ventilation,180,80
2212,2023-11-26,ventilation,150,80
2213,2023-11-17,ventilation,150,40
2214,2023-11-11,ventilation,180,20
2215,2023-11-09,ventilation,240,0
2216,2023-11-18,ventilation,240,80
2217,2023-11-16,ventilation,180,60
2218,2023-11-04,ventilation,150,60
2219,2023-11-24,ventilation,165,0
2220,2023-11-30,ventilation,165,20
2221,2023-11-04,ventilation,180,60
2222,2023-11-24,ventilation,165,20
2223,2023-11-26,ventilation,150,20
2224,2023-11-24,ventilation,150,20
2225,2023-11-08,ventilation,150,20
2226,2023-11-22,ventilation,210,20
2227,2023-11-18,ventilation,150,0
2228,2023-11-07,ventilation,210,20
2229,2023-11-29,ventilation,150,80
