Id,Date,Payment Method,Payment Duration
1872,2023-04-25,Bank Transfer,5
1873,2023-04-28,Bank Transfer,5
1874,2023-04-21,Cash,0
1875,2023-04-21,Cash,0
1876,2023-04-24,PayNow,7
1877,2023-04-29,Bank Transfer,5
1878,2023-04-18,PayNow,3
1879,2023-04-03,Cash,0
1880,2023-04-02,Bank Transfer,5
1881,2023-04-04,Cash,0
1882,2023-04-28,PayNow,3
1883,2023-04-25,PayNow,3
1884,2023-04-16,PayNow,3
1885,2023-04-02,Bank Transfer,3
1886,2023-04-18,Bank Transfer,3
1887,2023-04-25,PayNow,3
1888,2023-04-24,PayNow,3
1889,2023-04-10,Bank Transfer,5
1890,2023-04-07,Cash,0
1891,2023-04-27,Cash,0
1892,2023-04-02,Cash,0
1893,2023-04-09,PayNow,5
1894,2023-04-05,Bank Transfer,5
1895,2023-04-24,Cash,0
1896,2023-04-23,Cash,0
1897,2023-04-25,Bank Transfer,5
1898,2023-04-14,PayNow,3
1899,2023-04-11,PayNow,7
1900,2023-04-24,Cash,0
1901,2023-04-25,PayNow,5
1902,2023-04-22,PayNow,5
1903,2023-04-26,Cash,0
1904,2023-04-02,Bank Transfer,5
1905,2023-04-04,PayNow,3
1906,2023-04-08,PayNow,5
1907,2023-04-06,Cash,0
1908,2023-04-16,PayNow,5
1909,2023-04-04,Cash,0
1910,2023-04-01,PayNow,3
1911,2023-04-24,PayNow,7
1912,2023-04-16,Cash,0
1913,2023-04-21,PayNow,5
1914,2023-04-25,PayNow,3
1915,2023-04-16,Bank Transfer,3
1916,2023-04-21,Cash,0
1917,2023-04-11,PayNow,5
1918,2023-04-25,Cash,0
1919,2023-04-07,PayNow,3
1920,2023-04-19,Bank Transfer,3
1921,2023-04-10,PayNow,3
1922,2023-04-15,PayNow,5
1923,2023-04-13,Cash,0
1924,2023-04-08,PayNow,3
1925,2023-04-21,PayNow,3
1926,2023-04-25,Cash,0
1927,2023-04-17,PayNow,7
1928,2023-04-16,PayNow,3
1929,2023-04-16,Bank Transfer,3
1930,2023-04-02,PayNow,7
1931,2023-04-30,Cash,0
1932,2023-04-03,PayNow,5
1933,2023-04-21,Bank Transfer,5
1934,2023-04-28,Cash,0
1935,2023-04-27,Cash,0
1936,2023-04-16,PayNow,3
1937,2023-04-27,PayNow,7
1938,2023-04-10,Cash,0
1939,2023-04-02,PayNow,3
1940,2023-04-25,Cash,0
1941,2023-04-15,Cash,0
1942,2023-04-10,Cash,0
1943,2023-04-29,PayNow,3
1944,2023-04-04,Cash,0
1945,2023-04-10,Bank Transfer,3
1946,2023-04-01,PayNow,3
1947,2023-04-09,PayNow,3
1948,2023-04-21,PayNow,5
1949,2023-04-26,Bank Transfer,3
1950,2023-04-14,PayNow,5
1951,2023-04-20,Bank Transfer,3
1952,2023-04-23,PayNow,3
1953,2023-04-09,Cash,0
1954,2023-04-21,Bank Transfer,3
1955,2023-04-22,Cash,0
1956,2023-04-15,Cash,0
1957,2023-04-03,Bank Transfer,7
1958,2023-04-19,PayNow,5
1959,2023-04-24,PayNow,5
1960,2023-04-28,Cash,0
1961,2023-04-12,PayNow,3
1962,2023-04-22,Cash,0
1963,2023-04-04,Cash,0
1964,2023-04-04,Cash,0
1965,2023-04-07,Cash,0
1966,2023-04-05,Cash,0
1967,2023-04-23,Cash,0
1968,2023-04-30,Cash,0
1969,2023-04-26,Bank Transfer,3
1970,2023-04-19,PayNow,3
1971,2023-05-19,PayNow,7
1972,2023-05-20,Cash,0
1973,2023-05-09,PayNow,7
1974,2023-05-08,PayNow,5
1975,2023-05-04,Bank Transfer,3
1976,2023-05-23,PayNow,5
1977,2023-05-26,Bank Transfer,5
1978,2023-05-07,Cash,0
1979,2023-05-10,Cash,0
1980,2023-05-29,Cash,0
1981,2023-05-10,Bank Transfer,3
1982,2023-05-14,Cash,0
1983,2023-05-04,Cash,0
1984,2023-05-10,PayNow,5
1985,2023-05-29,PayNow,5
1986,2023-05-19,PayNow,3
1987,2023-05-14,Cash,0
1988,2023-05-16,PayNow,3
1989,2023-05-29,PayNow,3
1990,2023-05-24,PayNow,5
1991,2023-05-11,PayNow,3
1992,2023-05-21,Bank Transfer,3
1993,2023-05-29,PayNow,3
1994,2023-05-13,PayNow,3
1995,2023-05-16,Cash,0
1996,2023-05-09,Cash,0
1997,2023-05-29,Cash,0
1998,2023-05-27,PayNow,3
1999,2023-05-03,Cash,0
2000,2023-05-03,PayNow,5
2001,2023-05-24,Cash,0
2002,2023-05-02,Cash,0
2003,2023-05-08,PayNow,7
2004,2023-05-03,PayNow,3
2005,2023-05-16,PayNow,3
2006,2023-05-29,PayNow,3
2007,2023-05-14,Cash,0
2008,2023-05-31,Bank Transfer,3
2009,2023-05-25,Cash,0
2010,2023-05-09,PayNow,5
2011,2023-05-11,Cash,0
2012,2023-05-14,PayNow,3
2013,2023-05-09,Cash,0
2014,2023-05-19,PayNow,3
2015,2023-05-08,PayNow,7
2016,2023-05-26,Cash,0
2017,2023-05-07,PayNow,3
2018,2023-05-14,Cash,0
2019,2023-05-03,PayNow,3
2020,2023-05-04,PayNow,5
2021,2023-05-28,PayNow,3
2022,2023-05-26,Cash,0
2023,2023-05-29,PayNow,3
2024,2023-05-29,PayNow,5
2025,2023-05-29,Cash,0
2026,2023-05-24,PayNow,3
2027,2023-05-16,PayNow,5
2028,2023-05-03,Bank Transfer,3
2029,2023-05-19,PayNow,7
2030,2023-05-18,Cash,0
2031,2023-05-08,Cash,0
2032,2023-05-29,PayNow,5
2033,2023-05-08,Cash,0
2034,2023-05-26,Bank Transfer,5
2035,2023-05-30,Bank Transfer,5
2036,2023-05-13,Cash,0
2037,2023-05-10,Cash,0
2038,2023-05-01,PayNow,3
2039,2023-05-29,PayNow,5
2040,2023-05-12,Cash,0
2041,2023-05-17,PayNow,3
2042,2023-05-03,PayNow,3
2043,2023-05-15,Cash,0
2044,2023-05-13,Bank Transfer,3
2045,2023-05-13,Cash,0
2046,2023-05-03,Bank Transfer,3
2047,2023-05-05,PayNow,3
2048,2023-05-30,Bank Transfer,5
2049,2023-05-04,Cash,0
2050,2023-05-26,PayNow,5
2051,2023-05-03,PayNow,3
2052,2023-05-30,PayNow,7
2053,2023-05-13,PayNow,3
2054,2023-05-15,Cash,0
2055,2023-05-23,Cash,0
2056,2023-05-29,PayNow,5
2057,2023-05-05,PayNow,5
2058,2023-05-06,Bank Transfer,5
2059,2023-05-30,Cash,0
2060,2023-05-21,Cash,0
2061,2023-05-07,Cash,0
2062,2023-05-22,PayNow,5
2063,2023-05-28,PayNow,5
2064,2023-05-11,PayNow,3
2065,2023-05-18,PayNow,3
2066,2023-05-15,PayNow,7
2067,2023-05-27,Bank Transfer,5
2068,2023-05-20,PayNow,3
2069,2023-05-17,Cash,0
2070,2023-05-12,Cash,0
2071,2023-05-20,Cash,0
2072,2023-05-31,PayNow,5
2073,2023-05-27,Cash,0
2074,2023-05-01,Cash,0
2075,2023-05-30,PayNow,5
2076,2023-05-29,Cash,0
2077,2023-05-10,PayNow,5
2078,2023-05-24,Bank Transfer,5
2079,2023-05-22,PayNow,3
2080,2023-05-13,Bank Transfer,3
2081,2023-05-13,PayNow,7
2082,2023-05-17,Cash,0
2083,2023-05-05,PayNow,5
2084,2023-05-17,Cash,0
2085,2023-05-22,Cash,0
2086,2023-05-18,Bank Transfer,5
2087,2023-05-08,PayNow,3
2088,2023-05-31,Cash,0
2089,2023-05-08,PayNow,3
2090,2023-05-06,PayNow,5
2091,2023-05-03,Bank Transfer,5
2092,2023-05-10,Bank Transfer,3
2093,2023-05-19,Cash,0
2094,2023-05-09,PayNow,5
2095,2023-05-20,PayNow,3
2096,2023-05-11,Cash,0
2097,2023-05-07,PayNow,3
2098,2023-05-15,Cash,0
2099,2023-05-02,PayNow,5
2100,2023-05-29,PayNow,5
2101,2023-05-07,PayNow,7
2102,2023-05-05,PayNow,5
2103,2023-05-01,Cash,0
2104,2023-05-05,PayNow,3
2105,2023-05-30,PayNow,3
2106,2023-05-12,PayNow,3
2107,2023-05-09,PayNow,7
2108,2023-05-06,PayNow,3
2109,2023-05-18,Cash,0
2110,2023-05-22,Cash,0
2111,2023-05-26,Cash,0
2112,2023-05-10,PayNow,7
2113,2023-05-30,PayNow,5
2114,2023-05-29,PayNow,5
2115,2023-05-20,Bank Transfer,3
2116,2023-05-11,Bank Transfer,5
2117,2023-05-13,PayNow,5
2118,2023-05-19,PayNow,7
2119,2023-05-11,PayNow,7
2120,2023-05-09,PayNow,7
2121,2023-05-16,Bank Transfer,3
2122,2023-05-14,PayNow,3
2123,2023-05-21,Cash,0
2124,2023-05-02,Cash,0
2125,2023-05-29,Bank Transfer,5
2126,2023-05-17,PayNow,5
2127,2023-05-25,PayNow,3
2128,2023-05-20,PayNow,7
2129,2023-05-30,PayNow,3
2130,2023-05-25,Bank Transfer,5
2131,2023-06-09,PayNow,3
2132,2023-06-02,PayNow,5
2133,2023-06-26,Bank Transfer,5
2134,2023-06-12,Cash,0
2135,2023-06-16,PayNow,5
2136,2023-06-16,PayNow,3
2137,2023-06-18,Cash,0
2138,2023-06-08,PayNow,5
2139,2023-06-18,PayNow,3
2140,2023-06-16,PayNow,5
2141,2023-06-02,Cash,0
2142,2023-06-20,PayNow,5
2143,2023-06-11,PayNow,5
2144,2023-06-17,PayNow,5
2145,2023-06-10,Cash,0
2146,2023-06-05,PayNow,7
2147,2023-06-25,PayNow,3
2148,2023-06-30,Bank Transfer,5
2149,2023-06-04,Cash,0
2150,2023-06-12,Cash,0
2151,2023-06-13,Cash,0
2152,2023-06-17,PayNow,7
2153,2023-06-01,Cash,0
2154,2023-06-18,PayNow,3
2155,2023-06-06,PayNow,3
2156,2023-06-27,Bank Transfer,10
2157,2023-06-23,PayNow,3
2158,2023-06-23,Cash,0
2159,2023-06-07,Cash,0
2160,2023-06-10,PayNow,7
2161,2023-06-08,PayNow,3
2162,2023-06-25,Cash,0
2163,2023-06-05,PayNow,5
2164,2023-06-21,PayNow,5
2165,2023-06-14,PayNow,3
2166,2023-06-05,Cash,0
2167,2023-06-28,Bank Transfer,7
2168,2023-06-16,PayNow,3
2169,2023-06-24,Cash,0
2170,2023-06-26,PayNow,5
2171,2023-06-26,Cash,0
2172,2023-06-29,PayNow,7
2173,2023-06-13,PayNow,5
2174,2023-06-11,PayNow,3
2175,2023-06-21,Cash,0
2176,2023-06-05,PayNow,5
2177,2023-06-19,Bank Transfer,7
2178,2023-06-19,PayNow,5
2179,2023-06-07,PayNow,5
2180,2023-06-24,PayNow,3
2181,2023-06-15,Bank Transfer,3
2182,2023-06-09,Bank Transfer,5
2183,2023-06-17,Cash,0
2184,2023-06-20,PayNow,7
2185,2023-06-14,Bank Transfer,3
2186,2023-06-30,PayNow,5
2187,2023-06-23,Cash,0
2188,2023-06-25,Cash,0
2189,2023-06-18,Cash,0
2190,2023-06-23,PayNow,3
2191,2023-06-16,Bank Transfer,7
2192,2023-06-26,Cash,0
2193,2023-06-30,PayNow,3
2194,2023-06-30,PayNow,3
2195,2023-06-12,Cash,0
2196,2023-06-27,PayNow,5
2197,2023-06-19,PayNow,7
2198,2023-06-13,PayNow,3
2199,2023-06-13,Cash,0
2200,2023-06-08,Cash,0
2201,2023-06-12,Bank Transfer,3
2202,2023-06-30,Cash,0
2203,2023-06-06,PayNow,7
2204,2023-06-02,PayNow,5
2205,2023-06-12,Cash,0
2206,2023-06-16,Cash,0
2207,2023-06-30,Bank Transfer,3
2208,2023-06-18,PayNow,7
2209,2023-06-27,PayNow,3
2210,2023-06-10,PayNow,3
2211,2023-06-13,PayNow,3
2212,2023-06-09,Cash,0
2213,2023-06-30,Bank Transfer,5
2214,2023-06-27,Cash,0
2215,2023-06-10,Bank Transfer,5
2216,2023-06-25,PayNow,3
2217,2023-06-08,PayNow,3
2218,2023-06-22,PayNow,3
2219,2023-06-21,PayNow,5
2220,2023-06-26,PayNow,3
2221,2023-06-09,PayNow,5
2222,2023-06-13,PayNow,5
2223,2023-06-18,Cash,0
2224,2023-06-10,Cash,0
2225,2023-06-07,Cash,0
2226,2023-06-17,PayNow,7
2227,2023-06-15,Cash,0
2228,2023-06-12,PayNow,3
2229,2023-06-25,Cash,0
2230,2023-06-12,PayNow,3
2231,2023-06-09,PayNow,3
2232,2023-06-12,PayNow,7
2233,2023-06-01,PayNow,5
2234,2023-06-19,PayNow,3
2235,2023-06-13,Bank Transfer,5
2236,2023-06-06,PayNow,5
2237,2023-06-13,Cash,0
2238,2023-06-19,PayNow,5
2239,2023-06-21,Bank Transfer,3
2240,2023-06-11,PayNow,3
2241,2023-06-24,PayNow,5
2242,2023-06-20,Cash,0
2243,2023-06-30,Cash,0
2244,2023-06-11,PayNow,5
2245,2023-06-12,PayNow,3
2246,2023-06-25,Cash,0
2247,2023-06-11,Cash,0
2248,2023-06-21,Cash,0
2249,2023-06-23,Bank Transfer,3
2250,2023-06-06,Cash,0
2251,2023-06-11,PayNow,7
2252,2023-06-04,Bank Transfer,3
2253,2023-06-07,Cash,0
2254,2023-06-22,Bank Transfer,3
2255,2023-06-08,Bank Transfer,3
2256,2023-06-21,Cash,0
2257,2023-06-06,PayNow,3
2258,2023-06-30,Cash,0
2259,2023-06-17,Bank Transfer,3
2260,2023-06-28,PayNow,3
2261,2023-06-16,PayNow,5
2262,2023-06-16,PayNow,3
2263,2023-06-19,PayNow,3
2264,2023-06-22,PayNow,5
2265,2023-06-01,Bank Transfer,3
2266,2023-06-20,Cash,0
2267,2023-06-16,PayNow,3
2268,2023-06-05,PayNow,5
2269,2023-06-21,PayNow,7
2270,2023-06-22,Cash,0
2271,2023-06-15,Cash,0
2272,2023-06-01,Cash,0
2273,2023-06-22,PayNow,5
2274,2023-06-11,Cash,0
2275,2023-06-07,Bank Transfer,7
2276,2023-06-28,Cash,0
2277,2023-06-20,Bank Transfer,3
2278,2023-06-29,Cash,0
2279,2023-06-02,PayNow,7
2280,2023-06-14,Bank Transfer,3
2281,2023-06-28,Cash,0
2282,2023-06-25,PayNow,5
2283,2023-06-16,Cash,0
2284,2023-06-30,PayNow,3
2285,2023-06-29,PayNow,5
2286,2023-06-10,PayNow,5
2287,2023-06-03,Cash,0
2288,2023-06-20,Bank Transfer,3
2289,2023-06-07,Cash,0
2290,2023-06-24,PayNow,3
2291,2023-06-03,Bank Transfer,3
2292,2023-06-04,PayNow,5
2293,2023-06-21,Cash,0
2294,2023-06-15,Cash,0
2295,2023-06-26,Cash,0
2296,2023-06-29,PayNow,3
2297,2023-06-04,PayNow,3
2298,2023-06-26,PayNow,5
2299,2023-06-04,Cash,0
2300,2023-06-05,PayNow,5
2301,2023-06-23,PayNow,5
2302,2023-06-03,Cash,0
2303,2023-06-01,Cash,0
2304,2023-06-06,PayNow,3
2305,2023-06-19,PayNow,3
2306,2023-06-17,Bank Transfer,5
2307,2023-06-28,PayNow,3
2308,2023-06-26,PayNow,3
2309,2023-06-29,Cash,0
2310,2023-06-07,Cash,0
2311,2023-06-17,Bank Transfer,3
2312,2023-06-15,Cash,0
2313,2023-06-04,PayNow,5
2314,2023-06-17,PayNow,5
2315,2023-06-11,PayNow,3
2316,2023-06-17,PayNow,5
2317,2023-06-21,PayNow,5
2318,2023-06-09,PayNow,3
2319,2023-06-19,PayNow,3
2320,2023-06-21,PayNow,3
2321,2023-06-21,Cash,0
2322,2023-06-06,PayNow,3
2323,2023-06-29,PayNow,3
2324,2023-06-25,PayNow,7
2325,2023-06-16,PayNow,3
2326,2023-06-13,PayNow,3
2327,2023-06-13,PayNow,7
2328,2023-06-22,Cash,0
2329,2023-06-28,PayNow,3
2330,2023-06-11,Bank Transfer,5
2331,2023-06-29,PayNow,3
2332,2023-06-11,PayNow,3
2333,2023-06-12,Cash,0
2334,2023-06-15,PayNow,5
2335,2023-06-11,Cash,0
2336,2023-06-28,PayNow,3
2337,2023-06-19,PayNow,5
2338,2023-06-08,PayNow,5
2339,2023-06-02,PayNow,5
2340,2023-06-11,Cash,0
2341,2023-06-16,Cash,0
2342,2023-06-10,PayNow,3
2343,2023-06-30,PayNow,3
2344,2023-06-24,Bank Transfer,7
2345,2023-06-07,Bank Transfer,7
2346,2023-06-26,PayNow,3
2347,2023-06-28,Cash,0
2348,2023-06-29,Cash,0
2349,2023-06-16,PayNow,3
2350,2023-06-26,PayNow,3
2351,2023-06-29,PayNow,7
2352,2023-06-03,Cash,0
2353,2023-06-10,PayNow,3
2354,2023-06-30,Bank Transfer,3
2355,2023-06-09,PayNow,5
2356,2023-06-10,Cash,0
2357,2023-06-15,Cash,0
2358,2023-06-11,PayNow,5
2359,2023-06-08,Cash,0
2360,2023-06-25,Bank Transfer,5
2361,2023-06-20,Cash,0
2362,2023-06-03,PayNow,5
2363,2023-06-09,PayNow,5
2364,2023-06-27,Cash,0
2365,2023-06-06,PayNow,7
2366,2023-06-17,PayNow,3
2367,2023-06-25,Bank Transfer,5
2368,2023-06-06,Cash,0
2369,2023-07-08,PayNow,3
2370,2023-07-02,PayNow,3
2371,2023-07-11,PayNow,5
2372,2023-07-01,PayNow,3
2373,2023-07-24,Cash,0
2374,2023-07-31,PayNow,5
2375,2023-07-21,PayNow,3
2376,2023-07-20,Cash,0
2377,2023-07-11,PayNow,3
2378,2023-07-31,Cash,0
2379,2023-07-17,PayNow,3
2380,2023-07-02,Cash,0
2381,2023-07-11,Cash,0
2382,2023-07-20,Cash,0
2383,2023-07-14,PayNow,3
2384,2023-07-17,PayNow,3
2385,2023-07-23,PayNow,3
2386,2023-07-03,Cash,0
2387,2023-07-10,PayNow,5
2388,2023-07-21,PayNow,5
2389,2023-07-30,Cash,0
2390,2023-07-14,PayNow,5
2391,2023-07-24,PayNow,3
2392,2023-07-28,PayNow,3
2393,2023-07-15,PayNow,5
2394,2023-07-06,PayNow,5
2395,2023-07-12,PayNow,3
2396,2023-07-21,PayNow,5
2397,2023-07-06,Cash,0
2398,2023-07-06,PayNow,3
2399,2023-07-30,PayNow,5
2400,2023-07-15,Cash,0
2401,2023-07-11,PayNow,3
2402,2023-07-28,Bank Transfer,3
2403,2023-07-23,PayNow,3
2404,2023-07-11,Cash,0
2405,2023-07-31,PayNow,10
2406,2023-07-17,Bank Transfer,5
2407,2023-07-10,PayNow,5
2408,2023-07-24,Cash,0
2409,2023-07-17,Cash,0
2410,2023-07-14,Cash,0
2411,2023-07-11,PayNow,3
2412,2023-07-25,PayNow,5
2413,2023-07-11,Bank Transfer,7
2414,2023-07-12,PayNow,5
2415,2023-07-14,Cash,0
2416,2023-07-02,PayNow,5
2417,2023-07-18,Bank Transfer,5
2418,2023-07-03,Cash,0
2419,2023-07-25,Bank Transfer,3
2420,2023-07-05,PayNow,3
2421,2023-07-13,PayNow,5
2422,2023-07-10,PayNow,5
2423,2023-07-23,PayNow,7
2424,2023-07-16,PayNow,5
2425,2023-07-11,PayNow,5
2426,2023-07-20,PayNow,7
2427,2023-07-18,PayNow,3
2428,2023-07-14,PayNow,7
2429,2023-07-24,PayNow,3
2430,2023-07-13,Bank Transfer,5
2431,2023-07-13,PayNow,3
2432,2023-07-05,PayNow,3
2433,2023-07-19,Cash,0
2434,2023-07-09,PayNow,3
2435,2023-07-09,Cash,0
2436,2023-07-12,Cash,0
2437,2023-07-04,PayNow,5
2438,2023-07-10,PayNow,3
2439,2023-07-01,PayNow,3
2440,2023-07-10,PayNow,7
2441,2023-07-29,Cash,0
2442,2023-07-18,Bank Transfer,5
2443,2023-07-07,PayNow,5
2444,2023-07-30,PayNow,7
2445,2023-07-22,Cash,0
2446,2023-07-25,PayNow,3
2447,2023-07-03,PayNow,5
2448,2023-07-26,PayNow,3
2449,2023-07-25,PayNow,3
2450,2023-07-02,Bank Transfer,5
2451,2023-07-04,Cash,0
2452,2023-07-18,Bank Transfer,7
2453,2023-07-02,PayNow,5
2454,2023-07-24,Cash,0
2455,2023-07-24,Bank Transfer,3
2456,2023-07-17,Cash,0
2457,2023-07-14,PayNow,5
2458,2023-07-01,PayNow,5
2459,2023-07-11,Cash,0
2460,2023-07-23,Bank Transfer,5
2461,2023-07-21,PayNow,3
2462,2023-07-10,PayNow,5
2463,2023-07-02,Cash,0
2464,2023-07-23,PayNow,3
2465,2023-07-04,PayNow,5
2466,2023-07-28,Cash,0
2467,2023-07-25,PayNow,5
2468,2023-07-29,Cash,0
2469,2023-07-19,Cash,0
2470,2023-07-14,PayNow,7
2471,2023-07-18,PayNow,5
2472,2023-07-13,Cash,0
2473,2023-07-07,PayNow,7
2474,2023-07-27,PayNow,5
2475,2023-07-27,Bank Transfer,3
2476,2023-07-31,PayNow,7
2477,2023-07-13,Cash,0
2478,2023-07-27,Cash,0
2479,2023-07-05,PayNow,3
2480,2023-07-25,PayNow,5
2481,2023-07-06,PayNow,3
2482,2023-07-28,Cash,0
2483,2023-07-21,PayNow,5
2484,2023-07-25,Bank Transfer,5
2485,2023-07-16,PayNow,5
2486,2023-07-28,PayNow,3
2487,2023-07-14,Bank Transfer,3
2488,2023-07-26,Bank Transfer,3
2489,2023-07-19,PayNow,7
2490,2023-07-30,PayNow,5
2491,2023-07-10,Bank Transfer,5
2492,2023-07-17,PayNow,7
2493,2023-07-20,Cash,0
2494,2023-07-15,Cash,0
2495,2023-07-12,Cash,0
2496,2023-07-24,PayNow,3
2497,2023-07-21,PayNow,7
2498,2023-07-17,PayNow,3
2499,2023-07-16,Bank Transfer,5
2500,2023-07-02,PayNow,5
2501,2023-07-28,PayNow,3
2502,2023-07-25,Cash,0
2503,2023-07-02,Cash,0
2504,2023-07-06,PayNow,5
2505,2023-07-19,Cash,0
2506,2023-07-27,Cash,0
2507,2023-07-15,Cash,0
2508,2023-07-23,PayNow,3
2509,2023-07-08,PayNow,7
2510,2023-07-30,Bank Transfer,3
2511,2023-07-05,Bank Transfer,5
2512,2023-07-18,Cash,0
2513,2023-07-05,PayNow,5
2514,2023-07-16,PayNow,5
2515,2023-07-17,PayNow,5
2516,2023-07-10,Cash,0
2517,2023-07-27,PayNow,3
2518,2023-07-11,Cash,0
2519,2023-07-08,Bank Transfer,3
2520,2023-07-08,PayNow,3
2521,2023-07-13,PayNow,5
2522,2023-07-20,Cash,0
2523,2023-07-20,Cash,0
2524,2023-07-11,Cash,0
2525,2023-07-06,Cash,0
2526,2023-07-21,PayNow,3
2527,2023-07-29,PayNow,3
2528,2023-07-12,Cash,0
2529,2023-07-21,Cash,0
2530,2023-07-25,PayNow,3
2531,2023-07-25,PayNow,3
2532,2023-07-21,Bank Transfer,3
2533,2023-07-20,Cash,0
2534,2023-07-06,PayNow,5
2535,2023-07-06,Bank Transfer,3
2536,2023-08-02,Cash,0
2537,2023-08-07,Bank Transfer,3
2538,2023-08-03,Cash,0
2539,2023-08-10,Cash,0
2540,2023-08-01,Cash,0
2541,2023-08-16,PayNow,3
2542,2023-08-09,PayNow,5
2543,2023-08-07,Bank Transfer,5
2544,2023-08-09,PayNow,5
2545,2023-08-02,PayNow,3
2546,2023-08-19,Bank Transfer,3
2547,2023-08-25,PayNow,3
2548,2023-08-14,PayNow,7
2549,2023-08-12,Bank Transfer,3
2550,2023-08-06,PayNow,3
2551,2023-08-19,PayNow,5
2552,2023-08-20,PayNow,5
2553,2023-08-17,PayNow,3
2554,2023-08-11,PayNow,3
2555,2023-08-15,Cash,0
2556,2023-08-08,Cash,0
2557,2023-08-05,Cash,0
2558,2023-08-14,PayNow,5
2559,2023-08-25,Cash,0
2560,2023-08-04,Cash,0
2561,2023-08-18,PayNow,3
2562,2023-08-06,Cash,0
2563,2023-08-12,Bank Transfer,3
2564,2023-08-08,Bank Transfer,3
2565,2023-08-15,PayNow,3
2566,2023-08-19,PayNow,3
2567,2023-08-13,Cash,0
2568,2023-08-14,Cash,0
2569,2023-08-27,PayNow,3
2570,2023-08-22,Bank Transfer,5
2571,2023-08-13,PayNow,5
2572,2023-08-19,PayNow,3
2573,2023-08-04,Cash,0
2574,2023-08-23,Bank Transfer,3
2575,2023-08-06,Cash,0
2576,2023-08-18,PayNow,3
2577,2023-08-14,Cash,0
2578,2023-08-21,Bank Transfer,5
2579,2023-08-18,PayNow,5
2580,2023-08-26,Cash,0
2581,2023-08-24,Cash,0
2582,2023-08-03,Bank Transfer,5
2583,2023-08-29,Bank Transfer,3
2584,2023-08-28,PayNow,7
2585,2023-08-15,Cash,0
2586,2023-08-28,Cash,0
2587,2023-08-28,Bank Transfer,3
2588,2023-08-22,PayNow,5
2589,2023-08-09,PayNow,5
2590,2023-08-13,PayNow,3
2591,2023-08-13,PayNow,3
2592,2023-08-16,Cash,0
2593,2023-08-15,Bank Transfer,5
2594,2023-08-19,Bank Transfer,5
2595,2023-08-25,PayNow,3
2596,2023-08-07,Cash,0
2597,2023-08-31,PayNow,5
2598,2023-08-15,PayNow,3
2599,2023-08-12,PayNow,3
2600,2023-08-01,Cash,0
2601,2023-08-22,Cash,0
2602,2023-08-31,PayNow,5
2603,2023-08-22,Cash,0
2604,2023-08-31,PayNow,3
2605,2023-08-25,PayNow,5
2606,2023-08-22,Cash,0
2607,2023-08-11,PayNow,5
2608,2023-08-28,PayNow,3
2609,2023-08-12,PayNow,3
2610,2023-08-14,Cash,0
2611,2023-08-07,PayNow,5
2612,2023-08-06,Cash,0
2613,2023-08-24,PayNow,5
2614,2023-08-03,PayNow,3
2615,2023-08-12,Bank Transfer,5
2616,2023-08-14,Cash,0
2617,2023-08-24,PayNow,3
2618,2023-08-04,PayNow,5
2619,2023-08-18,PayNow,3
2620,2023-08-25,Cash,0
2621,2023-08-05,PayNow,3
2622,2023-08-21,PayNow,7
2623,2023-08-11,Bank Transfer,3
2624,2023-08-01,PayNow,3
2625,2023-08-04,PayNow,3
2626,2023-08-18,Cash,0
2627,2023-08-03,PayNow,3
2628,2023-08-30,PayNow,3
2629,2023-08-07,PayNow,7
2630,2023-08-05,PayNow,3
2631,2023-08-18,Bank Transfer,3
2632,2023-08-07,PayNow,5
2633,2023-08-06,PayNow,5
2634,2023-08-23,Cash,0
2635,2023-08-18,PayNow,3
2636,2023-08-20,Cash,0
2637,2023-08-04,PayNow,3
2638,2023-08-18,PayNow,3
2639,2023-08-22,Cash,0
2640,2023-08-25,PayNow,5
2641,2023-08-18,Cash,0
2642,2023-08-12,Cash,0
2643,2023-08-08,PayNow,5
2644,2023-08-01,PayNow,7
2645,2023-08-01,PayNow,5
2646,2023-08-09,Cash,0
2647,2023-08-30,Cash,0
2648,2023-08-25,Cash,0
2649,2023-08-06,Bank Transfer,3
2650,2023-08-03,PayNow,3
2651,2023-08-25,PayNow,3
2652,2023-08-12,PayNow,5
2653,2023-08-21,PayNow,3
2654,2023-08-23,PayNow,7
2655,2023-08-13,PayNow,5
2656,2023-08-24,PayNow,7
2657,2023-08-10,PayNow,7
2658,2023-08-13,PayNow,3
2659,2023-08-16,Cash,0
2660,2023-08-07,Cash,0
2661,2023-08-29,PayNow,3
2662,2023-08-03,PayNow,5
2663,2023-08-10,PayNow,5
2664,2023-08-04,Cash,0
2665,2023-08-23,PayNow,7
2666,2023-08-08,PayNow,5
2667,2023-08-12,PayNow,3
2668,2023-08-15,PayNow,3
2669,2023-08-29,Cash,0
2670,2023-08-31,Cash,0
2671,2023-08-04,Cash,0
2672,2023-08-20,PayNow,5
2673,2023-08-22,PayNow,5
2674,2023-08-17,Cash,0
2675,2023-08-16,PayNow,3
2676,2023-08-07,PayNow,3
2677,2023-08-17,Bank Transfer,3
2678,2023-08-18,PayNow,3
2679,2023-08-23,PayNow,5
2680,2023-08-23,Cash,0
2681,2023-08-31,PayNow,3
2682,2023-08-02,Bank Transfer,3
2683,2023-08-25,PayNow,3
2684,2023-08-17,PayNow,5
2685,2023-08-22,Bank Transfer,5
2686,2023-08-10,PayNow,5
2687,2023-08-15,PayNow,5
